mol_index,structure_id,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,transformation,left_fragment,right_fragment,flag,sascore
0,origin,S(c1n(C)cnc1[N+](=O)[O-])c1ncnc2nc[nH]c12,-2.628603,1.3558466,0.2636864,0.000131,0.1383768,0.010592,0.0071223,0.0097432,-4.9246078,5.2e-06,0.1057514,36.901394,1.1985497,56.33209,0.0306437,0.8075394,0.0461219,0.0587959,0.014824,0.6332798,0.0066249,0.0654387,0.0894632,0.166466,8.336815,0.7713592,0.0113021,0.8846381,0.986279,0.9319853,0.9878536,0.0909814,0.8040287,0.0737633,0.0493741,0.71893,0.9448556,0.2634462,4.741326,4.3972716,4.067109,0.0025582,0.0033501,0.8698382,0.9732036,0.1248789,0.0156473,0.8580686,0.7621264,0.0413735,0.0425997,0.2835762,0.8894181,,,,,3.1446925
1,Str_g_2608,CC(=O)n1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.684904,1.2818794,0.3143329,0.0001689,0.0214237,0.009394,0.00677,0.007593,-4.80866,5.9e-06,0.0528419,32.527866,0.8810909,62.177525,0.0328564,0.7870634,0.043225,0.0570385,0.0187956,0.5390829,0.0086584,0.0384637,0.0820295,0.1771068,6.4367785,0.7286774,0.0171815,0.8888903,0.9919488,0.9730418,0.9696404,0.1560071,0.8732239,0.0787285,0.0143368,0.2802433,0.9189038,0.2322328,4.744799,4.3572636,3.9316587,0.0064805,0.0041722,0.6117524,0.9750759,0.0554277,0.0157617,0.7824244,0.8600349,0.2102176,0.0870476,0.238388,0.9522135,[1*]C>>[1*]C(C)=O,[1*]C,[1*]C(C)=O,left,3.2837099
2,Str_g_2609,CC(C)n1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.851544,1.8828326,0.9415987,0.0001924,0.0328012,0.0148534,0.0085973,0.0179234,-4.809368,6.6e-06,0.0348629,41.75245,1.2351335,44.72213,0.0810956,0.8785879,0.0626532,0.0652082,0.0244148,0.5568287,0.0036837,0.0508762,0.1052494,0.4091604,10.563967,0.7153996,0.0198432,0.8690968,0.9859336,0.9855138,0.9780033,0.1236474,0.8424344,0.1155574,0.0313148,0.6496878,0.9656475,0.5910518,4.7143645,4.4043856,4.133492,0.0027898,0.0032536,0.9169672,0.9867611,0.2124521,0.3027612,0.7507897,0.8427577,0.0355011,0.0438417,0.2877135,0.921609,[1*]C>>[1*]C(C)C,[1*]C,[1*]C(C)C,left,3.232343
3,Str_g_2617,O=[N+]([O-])c1ncn(C(F)(F)F)c1Sc1ncnc2nc[nH]c12,-3.249288,2.2426,1.2271862,0.0001675,0.0017005,0.0059754,0.0084083,0.115356,-4.781436,1.69e-05,0.1336258,53.956455,0.8491011,46.394688,0.143344,0.8856401,0.077123,0.0627043,0.0340895,0.3379713,0.0124859,0.0453333,0.1605875,0.2759807,8.075454,0.7369988,0.0185297,0.8948051,0.9895834,0.9889477,0.9878935,0.4873774,0.7960438,0.2237828,0.0110853,0.1179071,0.9411642,0.5863992,4.870307,4.7976966,4.4266057,0.0017113,0.0044934,0.8627658,0.9844476,0.2100258,0.0378318,0.880519,0.8728406,0.0272008,0.0802379,0.3529571,0.9486541,[1*]C>>[1*]C(F)(F)F,[1*]C,[1*]C(F)(F)F,left,3.4408172
4,Str_g_2641,CCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.7252145,1.684887,0.6691716,0.0001277,0.0639099,0.0096051,0.007147,0.0115469,-4.7833495,6.7e-06,0.0493941,35.761177,1.1226238,56.446945,0.0422722,0.7470806,0.0650621,0.0579982,0.0157862,0.553389,0.008143,0.0564953,0.0845998,0.1285186,10.446942,0.7608012,0.0206542,0.8680615,0.9880546,0.9874346,0.9793433,0.3522204,0.7968566,0.1236955,0.028829,0.7259884,0.924446,0.5021162,4.7799444,4.7561765,3.9699988,0.0017566,0.0033328,0.9097281,0.9844779,0.0865119,0.069155,0.8697097,0.8483301,0.1167363,0.1776626,0.2839627,0.9129044,[1*]C>>[1*]CC,[1*]C,[1*]CC,left,3.1967814
5,Str_g_2665,CCCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.737907,1.9231726,0.9840252,0.0003345,0.0530984,0.0101954,0.0080653,0.0158362,-4.7081733,8e-06,0.0473837,54.06852,1.1434444,41.307762,0.1049761,0.4243216,0.1954452,0.0634477,0.0518551,0.6630014,0.025634,0.0606589,0.2596246,0.1403572,10.218682,0.7516524,0.0248597,0.8699155,0.9883838,0.9853069,0.9578995,0.2053904,0.6842186,0.1029807,0.0215062,0.5188128,0.8915204,0.5268206,4.760438,4.8179135,4.0702085,0.0025646,0.0033269,0.8567446,0.9829437,0.1174325,0.0969605,0.9054349,0.8556124,0.0544688,0.2776822,0.3804128,0.9193092,[1*]C>>[1*]CCC,[1*]C,[1*]CCC,left,3.1676398
6,Str_g_2712,COCCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.0901344,1.4074032,0.1390956,0.0002706,0.0670508,0.0150701,0.0117543,0.093372,-4.765669,7.1e-06,0.2723989,28.489758,1.3224576,60.316097,0.0172654,0.9083533,0.0373611,0.0607428,0.0131318,0.5324155,0.0067618,0.0643485,0.1097503,0.1723374,7.4070215,0.7015065,0.0211441,0.8749569,0.990036,0.9951072,0.9457306,0.0446421,0.4746356,0.1368748,0.0090741,0.3023222,0.8517228,0.3891062,4.58988,4.4771585,3.970121,0.0018846,0.0045785,0.8421379,0.9820901,0.1126865,0.1571767,0.8762989,0.8431845,0.0582922,0.1256824,0.281567,0.9043479,[1*]C>>[1*]CCOC,[1*]C,[1*]CCOC,left,3.1682332
7,Str_g_2730,O=[N+]([O-])c1ncn(CO)c1Sc1ncnc2nc[nH]c12,-2.242095,0.7521676,-0.3296494,0.0002546,0.015037,0.0253785,0.0184532,0.0913904,-5.0300813,4.9e-06,0.2922481,26.688961,0.9902033,64.15361,0.0137719,0.7524082,0.0266189,0.0549674,0.0078163,0.5852728,0.0034443,0.0564632,0.0456732,0.0923244,5.82508,0.7788948,0.0178136,0.9531627,0.9916562,0.9925828,0.9398149,0.0376815,0.8746169,0.1834489,0.0211483,0.8797382,0.9467112,0.3789116,4.552353,4.3411937,3.3398745,0.0015785,0.0039538,0.8292438,0.9758891,0.0723931,0.0192691,0.6033361,0.7522694,0.0432067,0.0562421,0.2143105,0.9127464,[1*]C>>[1*]CO,[1*]C,[1*]CO,left,3.3456275
8,Str_g_2731,COCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.3446412,1.4175186,0.125045,0.0002739,0.0462254,0.011999,0.014279,0.1829561,-4.814876,6.4e-06,0.164878,28.170025,1.1621207,62.547237,0.0162187,0.9318742,0.0276447,0.0574179,0.0080769,0.3817966,0.0046939,0.0555972,0.0452741,0.1190549,7.343245,0.6720643,0.0187189,0.9455858,0.9922463,0.9914081,0.9611501,0.0348748,0.7719648,0.1599289,0.0202885,0.8422564,0.9422692,0.4180044,4.761648,4.4666576,3.8027391,0.0014204,0.0053986,0.8636233,0.9820071,0.0848328,0.1805088,0.8377655,0.8614082,0.094432,0.1313209,0.2719107,0.917828,[1*]C>>[1*]COC,[1*]C,[1*]COC,left,3.2960236
9,Str_g_2763,O=[N+]([O-])c1ncn(Cl)c1Sc1ncnc2nc[nH]c12,-2.7895865,1.2226715,-0.5294724,0.000258,0.0156802,0.0089349,0.0064851,0.0121977,-4.8359056,6.1e-06,0.0257514,44.276466,1.1421129,47.721943,0.0688597,0.5648856,0.114047,0.0599182,0.0220924,0.6482177,0.0145897,0.0583541,0.2098496,0.1445392,9.1125345,0.7840836,0.0131501,0.9286032,0.9891071,0.994589,0.9731644,0.119253,0.6997335,0.1948464,0.0731109,0.8751276,0.9268326,0.3330326,4.8920097,4.640072,4.0264454,0.0033596,0.0042663,0.9065704,0.9768152,0.0814858,0.0417915,0.860558,0.8600641,0.067366,0.0450923,0.3843646,0.9182252,[1*]C>>[1*]Cl,[1*]C,[1*]Cl,left,3.4752874
10,Str_g_2765,O=[N+]([O-])c1ncn(F)c1Sc1ncnc2nc[nH]c12,-2.836629,1.2770793,0.2510189,0.0001973,0.0077046,0.0084085,0.007013,0.0134993,-4.803099,6.4e-06,0.0278135,40.09846,1.1406437,48.25782,0.0492434,0.568938,0.0834585,0.0594187,0.0178381,0.7050481,0.0129532,0.0618097,0.1656807,0.133762,9.278065,0.739403,0.0113171,0.9395769,0.9891188,0.9928395,0.9763309,0.1411276,0.7795596,0.1569192,0.0660708,0.8414356,0.9176703,0.3356928,4.8531537,4.5637765,4.0595603,0.0042037,0.004292,0.8669088,0.9787591,0.0918544,0.0383648,0.9114726,0.8670787,0.0915238,0.0809146,0.3913453,0.9314591,[1*]C>>[1*]F,[1*]C,[1*]F,left,3.5425284
11,Str_g_2799,O=[N+]([O-])c1ncn(O)c1Sc1ncnc2nc[nH]c12,-2.467372,0.1721238,-0.3541581,0.000275,0.017014,0.0105182,0.005792,0.0091634,-5.009835,4.5e-06,0.051213,27.46799,0.776421,62.94505,0.0185231,0.53361,0.0300525,0.0461553,0.0243858,0.540733,0.0020763,0.0446168,0.0679099,0.0690923,9.206684,0.7817924,0.0142514,0.8590922,0.987121,0.964659,0.9783735,0.1588632,0.3219522,0.0926008,0.0187381,0.5222152,0.9293548,0.3634506,4.718063,4.4222646,3.9424503,0.0012133,0.1958415,0.9227833,0.9807321,0.111759,0.0241829,0.9244645,0.9242692,0.9560655,0.2064651,0.860104,0.9982722,[1*]C>>[1*]O,[1*]C,[1*]O,left,3.3941233
12,Str_g_2800,COn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.654831,1.4793317,0.3794132,0.0001922,0.0117066,0.0079229,0.0053299,0.0136155,-4.825474,6.2e-06,0.030766,35.547768,1.131784,54.165638,0.0348231,0.8387003,0.0727769,0.0604431,0.01967,0.3987584,0.0060585,0.0644378,0.0919377,0.1764815,9.479162,0.7541992,0.0153148,0.9026542,0.9867895,0.9691005,0.9812192,0.0649148,0.3419449,0.0876158,0.0195431,0.5519558,0.951056,0.415932,4.7716727,4.4612317,4.0808682,0.0034642,0.0087889,0.8831592,0.9815912,0.0617801,0.040188,0.5315912,0.8431618,0.5572318,0.0847299,0.236157,0.9453559,[1*]C>>[1*]OC,[1*]C,[1*]OC,left,3.3985126
13,Str_g_2867,O=[N+]([O-])c1ncn(-c2ccccc2)c1Sc1ncnc2nc[nH]c12,-3.421142,2.1514266,1.2759025,0.0007144,0.0009268,0.0177668,0.0039811,0.0115352,-4.700849,1.47e-05,0.0140145,71.821594,1.3382822,19.731441,0.2349645,0.2892638,0.2598704,0.0637921,0.1814894,0.8003448,0.0319353,0.0594892,0.4360734,0.3774766,9.048139,0.6908288,0.0230163,0.8929399,0.9909436,0.9347138,0.9708001,0.7617156,0.9127418,0.0458007,0.0115518,0.2775972,0.9608201,0.5637724,4.82648,4.8428187,4.2334323,0.0047048,0.0043594,0.8661721,0.9842927,0.4032034,0.0505046,0.9575623,0.898538,0.125906,0.137052,0.610185,0.9519736,[1*]C>>[1*]c1ccccc1,[1*]C,[1*]c1ccccc1,left,2.9267464
14,Str_g_8422,Cn1cnc([N+](=O)[O-])c1Oc1ncnc2nc[nH]c12,-2.6558795,0.2642346,0.1029346,8.85e-05,0.0760172,0.0150605,0.0192208,0.0070432,-4.787573,1.1e-05,0.2841214,22.54764,0.870226,66.43157,0.0588696,0.7988417,0.0221102,0.0598703,0.0121271,0.7655682,0.0092718,0.0655994,0.1293879,0.2794847,8.128414,0.7888842,0.0092129,0.9205672,0.984834,0.7783472,0.9016622,0.0319971,0.9422088,0.0614351,0.003618,0.0729454,0.9541664,0.008579,4.289468,3.826776,3.6710677,0.0028568,0.0030376,0.8378163,0.95696,0.0515861,0.0166309,0.2917407,0.4007002,0.0223454,0.0224793,0.2153191,0.0841907,[1*]O[2*]>>[1*]S[2*],[1*]O[2*],[1*]S[2*],right,3.2523541
15,Str_g_8804,Cc1nc(Sc2c([N+](=O)[O-])ncn2C)c2[nH]cnc2n1,-2.6683784,1.5132718,0.3586144,8.71e-05,0.4632284,0.017847,0.0060831,0.0058767,-4.9700828,4.5e-06,0.2632405,54.96386,1.5221642,29.53032,0.0661589,0.9492061,0.1182785,0.0640156,0.0302574,0.2424728,0.0114745,0.0766386,0.1199326,0.3521679,10.0111885,0.7388664,0.0088938,0.9205464,0.9797128,0.9419507,0.9912505,0.1466362,0.618838,0.1676233,0.0169692,0.6906924,0.7888568,0.2738338,4.748208,4.624141,4.2586417,0.0017396,0.0037935,0.9237826,0.9509351,0.1068923,0.0106349,0.455695,0.6422642,0.0240989,0.0166707,0.2359175,0.8361192,[1*][H]>>[1*]C,[1*][H],[1*]C,left,3.2365424
16,Str_g_8804,Cc1nc2ncnc(Sc3c([N+](=O)[O-])ncn3C)c2[nH]1,-2.490106,1.62888,0.4719584,9.86e-05,0.0431843,0.0155667,0.0058853,0.0046872,-4.9379888,8e-06,0.1950178,51.54564,1.6579632,32.96142,0.0500972,0.9680264,0.0891968,0.055908,0.0179796,0.1645079,0.0097241,0.0926034,0.0377224,0.2750662,7.6753774,0.7182089,0.0126666,0.9137345,0.9868581,0.929166,0.9939011,0.140329,0.4681384,0.8495511,0.0122138,0.4861156,0.9409828,0.1920358,4.7437425,4.3585367,4.2106514,0.0021883,0.0040581,0.8137192,0.9238496,0.142358,0.011258,0.3976833,0.5914015,0.0293967,0.0127804,0.185974,0.7379838,[1*][H]>>[1*]C,[1*][H],[1*]C,left,3.2344927
17,Str_g_8804,Cc1nc([N+](=O)[O-])c(Sc2ncnc3nc[nH]c23)n1C,-2.4639034,1.514234,0.3357178,9.7e-05,0.556599,0.0131919,0.0032232,0.0020432,-4.9649196,3.5e-06,0.1901744,68.07398,1.1971012,21.943518,0.040037,0.9507053,0.0401198,0.0746471,0.0124403,0.7828533,0.0086391,0.0907015,0.0780904,0.4527073,7.636536,0.6802182,0.0147698,0.907334,0.9822182,0.9758202,0.9951969,0.1999596,0.8794142,0.1687299,0.0184475,0.6467594,0.8892283,0.3631743,4.803656,4.8096166,4.298286,0.0015677,0.0031665,0.9105172,0.9531158,0.09215,0.0092392,0.1622995,0.5221538,0.0165844,0.0112603,0.2202444,0.6715652,[1*][H]>>[1*]C,[1*][H],[1*]C,left,3.2135529
18,Str_g_8804,CCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.7252145,1.684887,0.6691716,0.0001277,0.0639099,0.0096051,0.007147,0.0115469,-4.7833495,6.7e-06,0.0493941,35.761177,1.1226238,56.446945,0.0422722,0.7470806,0.0650621,0.0579982,0.0157862,0.553389,0.008143,0.0564953,0.0845998,0.1285186,10.446942,0.7608012,0.0206542,0.8680615,0.9880546,0.9874346,0.9793433,0.3522204,0.7968566,0.1236955,0.028829,0.7259884,0.924446,0.5021162,4.7799444,4.7561765,3.9699988,0.0017566,0.0033328,0.9097281,0.9844779,0.0865119,0.069155,0.8697097,0.8483301,0.1167363,0.1776626,0.2839627,0.9129044,[1*][H]>>[1*]C,[1*][H],[1*]C,left,3.1967814
19,Str_g_8804,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2ncn(C)c12,-2.074201,1.1499709,0.0771979,0.0006789,0.4732624,0.0167978,0.0030787,0.0099862,-5.047527,1.59e-05,0.6982174,41.269783,1.2865022,57.201077,0.0259466,0.9360176,0.0241816,0.0580162,0.0088684,0.6332324,0.0013225,0.1088042,0.0140342,0.1058844,7.6797857,0.754759,0.0038274,0.8988144,0.9851815,0.680892,0.475489,0.1778052,0.1109002,0.5591632,0.0109421,0.1599599,0.8885238,0.3094044,4.611873,4.2853403,3.6667175,0.0057008,0.0051659,0.412338,0.9333954,0.184161,0.0103463,0.8032459,0.474057,0.0143243,0.0109913,0.2035597,0.3091059,[1*][H]>>[1*]C,[1*][H],[1*]C,left,3.2366216
20,Str_g_8804,O=[N+]([O-])c1nc[nH]c1Sc1ncnc2nc[nH]c12,-2.6906714,1.1366504,0.3338302,0.0001004,0.0839279,0.0092357,0.0054798,0.0537769,-4.95258,3.6e-06,0.0163605,40.790733,0.9455423,49.71655,0.0979576,0.406484,0.1075989,0.0598076,0.024219,0.6892272,0.0365546,0.0355555,0.1845786,0.1981104,8.872091,0.8530089,0.0441906,0.8524916,0.9911635,0.9662547,0.9946837,0.1175098,0.9448888,0.0243622,0.0407885,0.9077591,0.9593343,0.2277622,4.8515177,4.802673,4.7652187,0.0019528,0.0026717,0.8993585,0.9859945,0.0861401,0.1247134,0.7083437,0.9020044,0.097181,0.040924,0.2615007,0.9416494,[1*][H]>>[1*]C,[1*][H],[1*]C,right,3.4086347
21,Str_g_8806,Cn1c(C#N)nc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.0501304,1.6102182,0.597415,0.0001858,0.0900068,0.0124903,0.0041759,0.0012988,-4.8570223,5.6e-06,0.0367733,76.31958,0.9572179,21.846924,0.1359443,0.734275,0.1004376,0.0596732,0.0431356,0.7777122,0.01249,0.0798678,0.1795174,0.2123819,8.378965,0.7664748,0.0101683,0.9268168,0.9822307,0.9512866,0.9885142,0.1692722,0.7908344,0.0885553,0.0493071,0.8469861,0.9639477,0.4735299,4.8433642,4.7845573,4.479509,0.0021879,0.0072398,0.8980377,0.9699705,0.0660148,0.0104153,0.8379389,0.6829236,0.0211207,0.0157239,0.2923511,0.900925,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.4589247
22,Str_g_8806,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2ncn(C#N)c12,-2.3075051,1.0367024,0.2171697,0.0009204,0.0111216,0.0154484,0.0035284,0.0023127,-4.941123,1.17e-05,0.3874311,32.94639,1.1319146,65.59222,0.0383519,0.714475,0.0364915,0.0567701,0.0249742,0.6902622,0.0019731,0.0866792,0.0225201,0.0824921,7.291008,0.7810638,0.0068687,0.9165559,0.9897863,0.9498701,0.2039574,0.3519285,0.3108465,0.5483394,0.010725,0.1002451,0.910657,0.3347187,4.795891,4.854163,3.883686,0.0109904,0.0218856,0.4134832,0.9653448,0.1191129,0.1242216,0.9747412,0.7350859,0.1196788,0.0129583,0.4128387,0.9120862,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.6837276
23,Str_g_8806,Cn1cnc([N+](=O)[O-])c1Sc1nc(C#N)nc2nc[nH]c12,-3.1839747,1.6466755,0.4422496,0.0003383,0.022398,0.0335283,0.0072415,0.0046322,-4.888706,6.4e-06,0.0869283,61.26639,1.2672728,29.023113,0.2438,0.8178634,0.2291998,0.0564122,0.155666,0.2717003,0.0169563,0.0752528,0.2396984,0.1945236,9.368698,0.8023523,0.0088445,0.9482363,0.9809567,0.9391147,0.9894028,0.0944448,0.4637678,0.1201657,0.0302552,0.7864334,0.9631052,0.3216199,4.797318,4.5618277,4.467114,0.0010554,0.0120206,0.9041147,0.9716391,0.0965891,0.0129859,0.8996012,0.781594,0.0252576,0.0173396,0.3315854,0.9210485,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.4713956
24,Str_g_8806,N#CCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.5860076,1.0634544,-0.1478865,0.0001337,0.0071284,0.0100288,0.0451577,0.0167782,-4.861713,6.7e-06,0.0674465,34.312416,1.5630759,60.053356,0.022669,0.6844476,0.0291935,0.0431482,0.0117761,0.7108242,0.006915,0.0422838,0.1050244,0.1076964,7.787045,0.787178,0.0135575,0.9327235,0.9927633,0.9911906,0.9954795,0.1147183,0.8525959,0.1177012,0.081054,0.8654353,0.9849594,0.3166825,4.880529,5.184962,4.003827,0.0024214,0.0080227,0.8949374,0.9758563,0.0454498,0.0228312,0.7535375,0.8312292,0.1102281,0.3166434,0.2154699,0.931746,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.3684875
25,Str_g_8806,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc(C#N)[nH]c12,-3.0340629,1.6707693,0.6494338,0.0005017,0.0031242,0.0162306,0.006932,0.0036355,-4.7995214,9.5e-06,0.1266471,42.83123,1.1521547,42.012466,0.11242,0.9102418,0.1117292,0.0540622,0.0432859,0.2134703,0.0056228,0.1027016,0.0484055,0.1897381,8.457759,0.782511,0.0105344,0.9452426,0.9884427,0.9420338,0.9829614,0.1817746,0.3277413,0.6779286,0.0165786,0.6134298,0.9785284,0.2298183,4.8503127,4.377517,4.675118,0.0021642,0.0170553,0.7463296,0.9508872,0.1613521,0.0099993,0.8558676,0.7738226,0.0304664,0.01384,0.2666388,0.8877583,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.5487675
26,Str_g_8865,CC(=O)c1nc(Sc2c([N+](=O)[O-])ncn2C)c2[nH]cnc2n1,-2.6532912,1.4506451,0.4903621,0.0003464,0.1050234,0.0118345,0.0048417,0.003434,-4.886631,6.9e-06,0.059675,69.09499,1.0058849,27.840582,0.2932632,0.8288816,0.1552275,0.0597194,0.0588802,0.4729348,0.0125293,0.0873012,0.1770965,0.2252751,9.478227,0.769409,0.0089779,0.914535,0.9852208,0.9668647,0.9509655,0.0633145,0.2486705,0.3050052,0.0107683,0.5764701,0.9367979,0.2827577,4.618772,4.3274546,4.1484756,0.0017837,0.0064735,0.8666271,0.9507416,0.0787476,0.0101192,0.6824528,0.7646809,0.0401015,0.0216632,0.3173104,0.8996971,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,3.3730073
27,Str_g_8865,CC(=O)n1cnc2ncnc(Sc3c([N+](=O)[O-])ncn3C)c21,-2.1432426,1.0054885,0.0176504,0.0005356,0.1144861,0.0157025,0.003644,0.004157,-4.8175144,2.03e-05,0.4463708,34.28635,1.0622594,61.60568,0.0246874,0.9343605,0.0242019,0.0560317,0.0130532,0.495914,0.0032055,0.0663115,0.0162872,0.1097215,6.937904,0.7417606,0.0041846,0.8949133,0.9909133,0.8849805,0.1286249,0.3798984,0.2128725,0.6493318,0.004115,0.0673013,0.8434968,0.2636963,4.5794306,4.340377,3.508695,0.0121612,0.0076787,0.1721041,0.9510893,0.0845615,0.0257044,0.7121265,0.6078398,0.0555809,0.0142009,0.201951,0.8283605,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,3.3295872
28,Str_g_8865,CC(=O)c1nc2ncnc(Sc3c([N+](=O)[O-])ncn3C)c2[nH]1,-2.6095552,1.7139446,0.725484,0.0005823,0.0029751,0.0106042,0.00552,0.0025232,-4.7467084,1.84e-05,0.1169292,56.668396,1.1336715,38.381714,0.150307,0.9397363,0.1075464,0.0564011,0.0293879,0.3936477,0.0035971,0.1297074,0.0416912,0.2314479,9.121037,0.7578834,0.0062527,0.8846219,0.9888919,0.9697742,0.9113877,0.0368966,0.1638111,0.8422413,0.0073925,0.4078173,0.9578586,0.2352408,4.722831,4.2709527,4.3590837,0.0026895,0.0093129,0.6576472,0.9221092,0.1320721,0.0088769,0.6804299,0.7350682,0.038691,0.0150994,0.2596777,0.863149,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,3.3517297
29,Str_g_8865,CC(=O)Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.1351318,0.9304268,-0.083318,0.0004542,0.7368026,0.0083224,0.004795,0.0133386,-4.9348598,5.3e-06,0.0356896,35.890648,1.0648696,56.652103,0.0159016,0.6277242,0.060852,0.0550661,0.0174662,0.7364053,0.0061275,0.0658868,0.0811413,0.1357154,7.65892,0.8231154,0.0204281,0.90956,0.9890431,0.9901981,0.9440741,0.0511056,0.7922796,0.2399618,0.021184,0.5604829,0.9213507,0.3501852,4.758832,4.366719,3.6841412,0.0021351,0.0036508,0.8579004,0.9787255,0.0712811,0.0165451,0.7908036,0.808875,0.0743629,0.0416875,0.2268352,0.9170861,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,3.2642221
30,Str_g_8865,CC(=O)c1nc([N+](=O)[O-])c(Sc2ncnc3nc[nH]c23)n1C,-2.6618123,1.6014297,0.6029484,0.0011124,0.4616506,0.007746,0.0029281,0.0010278,-4.863543,5.3e-06,0.0269974,80.402054,1.0037786,16.85836,0.1657149,0.8589282,0.1144253,0.0623168,0.0431314,0.8065385,0.0124098,0.0783264,0.1620875,0.2908474,8.555651,0.7124808,0.0132107,0.8825645,0.9848453,0.9778013,0.9781466,0.1180972,0.6309238,0.200774,0.0119823,0.4913227,0.9460825,0.4487838,4.7307687,4.677858,4.313989,0.0016732,0.004094,0.8227706,0.9456081,0.07,0.0089059,0.4174935,0.7040664,0.0189349,0.012322,0.2536106,0.8319961,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,3.3707261
31,Str_g_8866,CC(C)Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.0713325,2.115527,1.2989419,0.0002085,0.0039107,0.0110824,0.0060871,0.0161948,-4.7322416,1e-05,0.0292679,66.47404,1.3357817,24.767761,0.127255,0.1550459,0.2691906,0.0635336,0.1959846,0.5760092,0.0811843,0.0498509,0.3566995,0.148786,10.234016,0.7315698,0.0238008,0.88593,0.9896281,0.9856849,0.972867,0.33432,0.8330654,0.1126012,0.022434,0.6765412,0.929019,0.6753629,4.7724133,4.8856997,4.153855,0.0031764,0.00378,0.8983035,0.9854671,0.1277556,0.2653516,0.9215345,0.8456565,0.0468862,0.2685774,0.399403,0.9128718,[1*][H]>>[1*]C(C)C,[1*][H],[1*]C(C)C,left,3.1898817
32,Str_g_8866,CC(C)c1nc([N+](=O)[O-])c(Sc2ncnc3nc[nH]c23)n1C,-2.8548756,2.0443735,1.1613128,0.0001519,0.0914392,0.0246351,0.0039328,0.0050905,-4.846895,5.8e-06,0.084684,89.11468,1.3337613,6.0472283,0.1542421,0.8911219,0.1414534,0.1264076,0.0383985,0.7847333,0.0160891,0.0987503,0.3052212,0.4521076,8.781001,0.6942062,0.0263124,0.8458813,0.9845276,0.9507129,0.9896659,0.5442508,0.432821,0.166127,0.0060494,0.2542756,0.9535844,0.7710758,4.835779,5.422111,4.7899356,0.0023596,0.0035471,0.9152768,0.9658622,0.1440631,0.0125408,0.6485375,0.6375079,0.0106138,0.0188924,0.3911614,0.8433956,[1*][H]>>[1*]C(C)C,[1*][H],[1*]C(C)C,left,3.2749062
33,Str_g_8866,CC(C)n1cnc2ncnc(Sc3c([N+](=O)[O-])ncn3C)c21,-2.2096705,1.7021399,0.7013553,0.0006915,0.146533,0.0233834,0.0053375,0.0086176,-4.8475566,2.07e-05,0.335254,42.276455,1.2412888,49.111374,0.0611219,0.9517678,0.0269326,0.0641702,0.02026,0.5210686,0.0007135,0.0844108,0.0188351,0.3016315,10.196897,0.7110204,0.0097513,0.8797716,0.9840788,0.9435502,0.337694,0.2846901,0.139971,0.777055,0.0118302,0.1165032,0.9298352,0.6828921,4.5653014,4.303685,3.6379116,0.0058516,0.0030958,0.6366042,0.9720363,0.3127704,0.1123188,0.6047801,0.5713474,0.0110956,0.0088635,0.2273397,0.5128567,[1*][H]>>[1*]C(C)C,[1*][H],[1*]C(C)C,left,3.2759072
