mol_index,structure_id,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,transformation,left_fragment,right_fragment,flag,sascore
142,Str_g_11489,Cn1cnc([N+](=O)[O-])c1CCSc1ncnc2nc[nH]c12,-2.7807646,1.4830999,0.6826442,0.0002292,0.8784648,0.0107278,0.0035438,0.0051079,-4.887237,5.7e-06,0.2838663,40.793705,1.242561,48.33669,0.0432738,0.8531638,0.0566545,0.0577379,0.013199,0.7331174,0.0186624,0.0722085,0.1732174,0.2326282,8.198399,0.8059042,0.0194619,0.8483606,0.984928,0.8576757,0.9339951,0.44723,0.9029042,0.0653141,0.0043213,0.085236,0.8974134,0.2671563,4.4616246,3.0870194,4.207933,0.0021751,0.0032151,0.8998784,0.9801948,0.1196587,0.066683,0.9601254,0.7821287,0.0356458,0.173686,0.2720379,0.9012987,[2*][1*]>>[1*]CC[2*],[2*][1*],[1*]CC[2*],left,3.1984913
143,Str_g_11521,Cn1cnc([N+](=O)[O-])c1SCOc1ncnc2nc[nH]c12,-2.965065,1.6376492,0.7426694,8.41e-05,0.0538508,0.0124948,0.0134624,0.0063395,-4.9203677,5.7e-06,0.1113628,43.650818,1.1054103,48.183956,0.0841628,0.6664804,0.0795031,0.0592517,0.0194016,0.5988812,0.0475232,0.0638373,0.3313688,0.259042,9.351403,0.7593599,0.0114577,0.8986844,0.9912442,0.9722118,0.9699296,0.0379978,0.9269251,0.052984,0.0080374,0.35242,0.9638212,0.3390466,4.283102,3.9158175,4.525982,0.0042673,0.0047074,0.9506204,0.9688826,0.0879698,0.0186252,0.7345048,0.5245757,0.2285132,0.1962921,0.2368474,0.8789997,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.4040029
144,Str_g_11521,Cn1cnc(CO[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.6779132,1.5504031,0.7404926,0.0003161,0.5161479,0.0110929,0.0114207,0.0097771,-5.0660124,3.3e-06,0.0417455,48.236767,0.9297968,50.357647,0.0261368,0.7657746,0.1939223,0.0583933,0.0973103,0.2537952,0.0038712,0.036409,0.1378293,0.1913814,8.951828,0.8545746,0.0242452,0.9133972,0.9891508,0.8456516,0.9605624,0.4537116,0.4488596,0.037165,0.0032906,0.031866,0.8785354,0.3370438,4.7679696,4.731031,4.058878,0.0006426,0.0032147,0.7786652,0.0562333,0.042664,0.0043446,0.0249678,0.3739486,0.0131124,0.0286999,0.025805,0.0855236,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.4028998
145,Str_g_11521,Cn1cnc([N+](=O)CO[O-])c1Sc1ncnc2nc[nH]c12,-2.5556655,0.4029366,-0.1640527,0.0002488,0.2023809,0.0099802,0.6422946,0.7145396,-4.960686,8.3e-06,0.6791458,42.6792,1.1684805,56.14281,0.0316152,0.8922589,0.0307888,0.0565456,0.0119972,0.3960988,0.0052097,0.0813054,0.0495688,0.1337422,5.583385,0.757407,0.0100133,0.8223197,0.9860032,0.9475331,0.9376491,0.1767612,0.7130462,0.0973586,0.0435918,0.6931436,0.9637988,0.2408635,4.900466,4.661169,3.9190984,0.0022461,0.0032376,0.793963,0.9799225,0.132241,0.0156193,0.9525155,0.7795743,0.0349296,0.0807259,0.3211154,0.9134982,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.9010059
146,Str_g_11521,Cn1cnc([N+](=O)OC[O-])c1Sc1ncnc2nc[nH]c12,-2.9560943,1.0609782,0.4658474,0.0001614,0.332455,0.0078188,0.6619545,0.059379,-4.9350333,9.5e-06,0.2760324,41.665382,1.052979,53.16834,0.0297827,0.6968394,0.0636141,0.058632,0.0195433,0.49176,0.0079618,0.0606309,0.1490568,0.2136377,5.642084,0.7861131,0.0096772,0.8234992,0.9868685,0.9509743,0.9674876,0.0904017,0.3811358,0.0904456,0.013365,0.436806,0.9447759,0.3886164,4.737211,4.2637405,3.9718735,0.0023814,0.0058022,0.8850965,0.9725745,0.1395642,0.031236,0.7111421,0.6915864,0.0475426,0.0433858,0.2409255,0.8653948,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.8815982
147,Str_g_11521,Cn1cnc([N+](=O)[O-])c1SOCc1ncnc2nc[nH]c12,-3.1758523,1.5708059,0.6036905,0.0001728,0.5398826,0.009245,0.00633,0.0156294,-4.9078646,6.2e-06,0.2801628,39.353603,1.285734,54.79132,0.023724,0.8804203,0.0418674,0.0598218,0.0143399,0.4929101,0.0131033,0.0660987,0.1027768,0.2613896,9.004511,0.7702034,0.0146516,0.9430915,0.9896299,0.9901646,0.9917575,0.1888376,0.9501267,0.0446559,0.0101705,0.4777076,0.9818369,0.168073,4.6755266,6.460448,4.6426706,0.0027883,0.0039408,0.790928,0.9800924,0.0585655,0.1247654,0.9471948,0.7167696,0.0346881,0.278786,0.2666699,0.8736226,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.5542844
148,Str_g_11521,COCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.3446412,1.4175186,0.125045,0.0002739,0.0462254,0.011999,0.014279,0.1829561,-4.814876,6.4e-06,0.164878,28.170025,1.1621207,62.547237,0.0162187,0.9318742,0.0276447,0.0574179,0.0080769,0.3817966,0.0046939,0.0555972,0.0452741,0.1190549,7.343245,0.6720643,0.0187189,0.9455858,0.9922463,0.9914081,0.9611501,0.0348748,0.7719648,0.1599289,0.0202885,0.8422564,0.9422692,0.4180044,4.761648,4.4666576,3.8027391,0.0014204,0.0053986,0.8636233,0.9820071,0.0848328,0.1805088,0.8377655,0.8614082,0.094432,0.1313209,0.2719107,0.917828,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.2960236
149,Str_g_11521,Cn1cnc([N+](=O)[O-])c1COSc1ncnc2nc[nH]c12,-2.7176566,1.4960262,0.6114198,0.0001518,0.5660532,0.009956,0.0064484,0.0161598,-4.9621215,5.9e-06,0.2906937,35.020836,1.3282729,55.157448,0.0258564,0.9066596,0.0313449,0.0586398,0.0137127,0.5473417,0.0099952,0.0687782,0.0761677,0.2406739,8.601947,0.7880607,0.0242752,0.917307,0.9885146,0.990503,0.9849444,0.4918504,0.9509481,0.0562516,0.00586,0.1740979,0.977775,0.2066965,4.705121,6.520233,4.7350307,0.0012556,0.0039878,0.8487457,0.9782197,0.0780851,0.0788294,0.9575092,0.8360454,0.0243633,0.0874158,0.2605062,0.8683142,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.4923782
150,Str_g_11521,CCOn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.7262,1.6991944,0.6241949,0.000223,0.003273,0.0077503,0.0106531,0.0106065,-4.7682486,8.8e-06,0.0154035,48.51038,1.2207022,41.641365,0.0708149,0.6779998,0.1175066,0.0610906,0.0333832,0.2574799,0.0066606,0.0424536,0.1489738,0.1790436,10.022669,0.6374988,0.0169279,0.8801148,0.9877148,0.9618443,0.9720035,0.1338657,0.2621011,0.0789671,0.0064674,0.2735052,0.93567,0.45343,4.804622,4.557892,4.0421534,0.0022507,0.0057069,0.8705697,0.9832169,0.1095666,0.0857341,0.817528,0.8603861,0.2270992,0.1413635,0.2863043,0.9385184,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.4626505
151,Str_g_11521,Cn1cnc(OC[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.982347,1.4650563,0.6394676,0.0003365,0.188716,0.0121124,0.6046545,0.2287757,-4.9868894,6.1e-06,0.3969884,39.55234,0.980827,58.53544,0.0472135,0.8009872,0.05628,0.0578106,0.0231784,0.416494,0.0057523,0.05698,0.1105424,0.18946,9.640325,0.7590907,0.01837,0.9158634,0.9869545,0.8760055,0.8696069,0.0787023,0.8998148,0.0608364,0.0055445,0.5350356,0.9199339,0.3193303,4.440597,4.0040374,3.9501472,0.0026811,0.00327,0.833257,0.9609362,0.0611229,0.0103146,0.492639,0.5411962,0.0392017,0.0749053,0.1582137,0.8287784,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.5738882
152,Str_g_11521,Cn1cnc([N+](=O)[O-])c1OCSc1ncnc2nc[nH]c12,-2.586958,1.3648916,0.5459528,0.0001105,0.1383032,0.0119623,0.0088251,0.005994,-4.890202,6e-06,0.0708441,41.3006,1.1143247,48.163197,0.1311472,0.7525158,0.0695143,0.0602691,0.0187571,0.658162,0.039061,0.0650775,0.305406,0.2441589,8.413543,0.7415861,0.017705,0.9099486,0.9890821,0.9678833,0.773368,0.0494141,0.9245145,0.0650159,0.0053173,0.1597982,0.9506865,0.3320067,4.4587936,3.592746,4.600138,0.0039905,0.0044339,0.9580874,0.9726201,0.1364074,0.0143906,0.7723933,0.6818736,0.218865,0.1377266,0.2759105,0.893386,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.3551029
153,Str_g_11526,Cn1cnc(C[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.4653144,1.2517363,0.0086496,0.000367,0.8904831,0.0100538,0.0204416,0.0362972,-5.1858454,3.8e-06,0.527306,38.88429,1.0621437,60.44425,0.0348823,0.7994848,0.0849213,0.0587835,0.0234887,0.2086863,0.0043879,0.058579,0.0831129,0.188868,9.248821,0.8190184,0.0104931,0.8628952,0.9816652,0.4477156,0.8549123,0.3523338,0.8669592,0.0556342,0.006335,0.3487105,0.8017212,0.1314354,4.104665,3.808175,3.7565625,0.002096,0.0026407,0.7163708,0.9556202,0.0716672,0.0105249,0.7507963,0.5410404,0.0163525,0.0695225,0.1157346,0.703453,[2*][1*]>>[1*]C[2*],[2*][1*],[1*]C[2*],left,3.4579393
154,Str_g_11526,Cn1cnc([N+](=O)C[O-])c1Sc1ncnc2nc[nH]c12,-2.520989,0.635343,0.0240808,0.0001522,0.7277842,0.0137269,0.3866182,0.1448054,-4.994222,7.8e-06,0.7189468,38.578693,1.1735561,56.944794,0.0328567,0.8761011,0.0324469,0.0589753,0.011461,0.4066434,0.0047114,0.0805642,0.0546686,0.1660939,5.2145057,0.7826672,0.0068566,0.8176042,0.9862853,0.9506738,0.9596453,0.0344865,0.6770225,0.1069051,0.0224381,0.7272148,0.9613889,0.1858234,4.610034,4.0821495,3.673617,0.0016082,0.0034209,0.8298078,0.9793097,0.1645282,0.0308711,0.9470634,0.7887597,0.0315498,0.096013,0.3434164,0.9219639,[2*][1*]>>[1*]C[2*],[2*][1*],[1*]C[2*],left,3.7396745
155,Str_g_11526,Cn1cnc([N+](=O)[O-])c1SCc1ncnc2nc[nH]c12,-3.0572176,1.3038211,0.5403816,0.0001284,0.8538206,0.009581,0.0034565,0.0042073,-4.985433,3.5e-06,0.2280184,45.53249,1.1236109,46.556564,0.0493183,0.7650278,0.0859133,0.0609622,0.0188019,0.6268364,0.041144,0.0580471,0.3188746,0.3175158,8.655706,0.7935128,0.0205755,0.8234054,0.9870639,0.8938061,0.9470722,0.096505,0.9366808,0.0566106,0.0128071,0.428605,0.9519601,0.0840569,4.7850738,4.1341114,4.3814116,0.0026112,0.0034332,0.8856185,0.9814947,0.0663725,0.0809027,0.9530108,0.7383724,0.0559863,0.3546963,0.2652932,0.9207952,[2*][1*]>>[1*]C[2*],[2*][1*],[1*]C[2*],left,3.2520761
156,Str_g_11526,CCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.7252145,1.684887,0.6691716,0.0001277,0.0639099,0.0096051,0.007147,0.0115469,-4.7833495,6.7e-06,0.0493941,35.761177,1.1226238,56.446945,0.0422722,0.7470806,0.0650621,0.0579982,0.0157862,0.553389,0.008143,0.0564953,0.0845998,0.1285186,10.446942,0.7608012,0.0206542,0.8680615,0.9880546,0.9874346,0.9793433,0.3522204,0.7968566,0.1236955,0.028829,0.7259884,0.924446,0.5021162,4.7799444,4.7561765,3.9699988,0.0017566,0.0033328,0.9097281,0.9844779,0.0865119,0.069155,0.8697097,0.8483301,0.1167363,0.1776626,0.2839627,0.9129044,[2*][1*]>>[1*]C[2*],[2*][1*],[1*]C[2*],left,3.1967814
157,Str_g_11526,Cn1cnc([N+](=O)[O-])c1CSc1ncnc2nc[nH]c12,-2.6032581,1.2458379,0.4677984,0.0001514,0.8937594,0.0102168,0.0036251,0.0043336,-5.0461593,3.6e-06,0.2602003,40.218857,1.1760389,49.821823,0.046403,0.8039136,0.0476559,0.0589615,0.0127122,0.6750053,0.0225968,0.0626837,0.2479453,0.239074,7.9921646,0.8258674,0.0527818,0.7989852,0.9879027,0.9105163,0.6924925,0.1234763,0.9214697,0.0702604,0.0063566,0.1580863,0.916583,0.2084185,4.809688,3.7597237,4.350524,0.0014686,0.0035768,0.9142556,0.9800509,0.0972613,0.0669678,0.9580532,0.8649215,0.0413012,0.1203264,0.2853523,0.9111754,[2*][1*]>>[1*]C[2*],[2*][1*],[1*]C[2*],left,3.1088243
158,Str_g_11592,Cn1cnc([N+](=O)[O-])c1SNc1ncnc2nc[nH]c12,-3.8108263,1.399396,0.3741463,8.21e-05,0.8113293,0.0091613,0.005101,0.0127754,-4.92611,4.9e-06,0.0651405,43.212547,1.0222876,48.64185,0.0139365,0.6864278,0.0227995,0.052895,0.0133209,0.5742064,0.0072183,0.0563604,0.1098159,0.2161542,8.786147,0.7402393,0.0080784,0.8465262,0.989692,0.84061,0.9487278,0.0668152,0.7116229,0.0529007,0.0049117,0.3630346,0.9141151,0.1881151,4.4127913,4.296248,4.1138525,0.0032727,0.023061,0.9678217,0.9848126,0.2071266,0.272361,0.9701706,0.8848392,0.7020533,0.7600156,0.903146,0.9748949,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,3.4411174
159,Str_g_11592,Cn1cnc([N+](=O)[O-])c1NSc1ncnc2nc[nH]c12,-3.083087,1.1162397,0.1105559,6.33e-05,0.7326709,0.0089346,0.0051221,0.0120615,-4.9937325,4.5e-06,0.1205233,36.58524,1.01619,54.316776,0.014926,0.735058,0.0220022,0.0521907,0.0173681,0.604077,0.0058257,0.0529496,0.097997,0.2012312,7.4052105,0.7736782,0.0084464,0.8680547,0.9897883,0.9553869,0.8293109,0.0352796,0.6948474,0.0708802,0.0134168,0.3259561,0.8931934,0.3034592,4.52782,4.2373996,4.1152253,0.0019419,0.0056259,0.9533822,0.9851954,0.1541457,0.0601239,0.9538887,0.8934503,0.3644964,0.43155,0.7036084,0.963546,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,3.4560956
160,Str_g_11592,Cn1cnc(N[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.8090267,1.334492,0.1090148,0.0002272,0.0642967,0.009222,0.0140401,0.0412624,-5.1781206,2.3e-06,0.0555784,41.67293,0.8666534,60.428,0.0506309,0.8240438,0.0806908,0.0549328,0.0344544,0.3710062,0.005787,0.0493985,0.118382,0.1798346,7.582924,0.8795245,0.0092139,0.8532373,0.9884706,0.4002138,0.9596717,0.0714616,0.7091496,0.0449043,0.0153954,0.6015827,0.9462162,0.3447638,4.3701596,4.265571,4.0209575,0.0007255,0.0130692,0.9653252,0.9591996,0.1517272,0.0081229,0.8982326,0.818928,0.4344125,0.6616519,0.5031278,0.9697649,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,3.4297344
161,Str_g_11592,CNn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.0590978,1.559928,0.7542875,0.000333,0.0012242,0.009055,0.5479552,0.1634873,-5.226892,3e-06,0.0365455,46.202045,0.9757699,55.741894,0.0297663,0.638362,0.0686708,0.0526408,0.0238245,0.575881,0.0059677,0.04625,0.1048905,0.1059552,8.540204,0.8300478,0.0124796,0.8899207,0.9900497,0.97615,0.410409,0.296824,0.220535,0.1539826,0.0044885,0.1446197,0.8055786,0.3537289,4.718253,4.759702,4.060116,0.0019155,0.0010007,0.9215115,0.1910119,0.086993,0.0056788,0.0108938,0.6657057,0.0072609,0.0063298,0.2336146,0.2338791,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,3.4214875
162,Str_g_11592,Cn1cnc([N+](=O)N[O-])c1Sc1ncnc2nc[nH]c12,-2.6768212,0.1891289,-0.2851098,0.0001105,0.0266574,0.0101296,0.2841269,0.0673776,-5.249976,2.5e-06,0.1009893,55.54036,0.9112899,40.57137,0.0251814,0.722435,0.0232703,0.0444786,0.0142372,0.9593606,0.0043748,0.0630657,0.0394639,0.0182675,3.4611163,0.8881395,0.0035353,0.9125754,0.9911261,0.9788473,0.9667137,0.0660546,0.4033908,0.0832119,0.0091688,0.4195318,0.918471,0.2634852,4.763776,4.341097,4.1019015,0.0002833,0.0030012,0.9492992,0.944419,0.112906,0.006333,0.3654872,0.6690406,0.0398918,0.0502066,0.2410268,0.9700211,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,3.7361547
163,Str_g_11622,Cn1cnc([N+](=O)OCC[O-])c1Sc1ncnc2nc[nH]c12,-2.700511,1.0697595,0.3891514,0.0001909,0.6280716,0.0102829,0.8500568,0.228898,-4.9385095,8.5e-06,0.3015666,41.121365,1.2277883,52.234257,0.0208884,0.750539,0.0688752,0.0577484,0.0195907,0.5842422,0.006014,0.0627043,0.1253071,0.1755879,6.2217617,0.7958902,0.0260875,0.8267872,0.9882187,0.9434407,0.9505325,0.1104408,0.4064343,0.0714715,0.0041992,0.1193424,0.9166341,0.3096807,4.6724896,4.3045616,3.9001567,0.0019025,0.0035773,0.8007559,0.9805058,0.1929573,0.0190196,0.9424765,0.7934244,0.0323442,0.0571106,0.338313,0.911087,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.9307343
164,Str_g_11622,Cn1cnc([N+](=O)[O-])c1SCCOc1ncnc2nc[nH]c12,-3.213501,1.6736295,0.8827061,0.000103,0.1861797,0.0121515,0.0221599,0.0084793,-4.8079195,7.1e-06,0.1473,38.222363,1.1254478,48.79601,0.0617975,0.7359228,0.0607736,0.0586873,0.0148203,0.7271068,0.0215055,0.063295,0.274416,0.2354636,9.695893,0.7284146,0.0208085,0.8804806,0.9896362,0.9208421,0.9431056,0.051464,0.8996703,0.0535892,0.0038728,0.1769282,0.895525,0.352655,4.1658673,3.8558807,4.0655494,0.0024075,0.003747,0.9062462,0.9805971,0.0749077,0.0534406,0.9433424,0.656405,0.0802443,0.4081057,0.3085318,0.9160563,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.1717563
165,Str_g_11622,Cn1cnc(CCO[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.8418937,1.8964754,0.8372941,0.000368,0.6800396,0.0126591,0.1306611,0.0410071,-4.979728,4.5e-06,0.0559685,46.059044,0.9810686,50.5906,0.028064,0.7137198,0.3569308,0.0581723,0.151992,0.2755266,0.0066928,0.0372316,0.230704,0.2401179,8.968344,0.8189386,0.0215235,0.9002059,0.9866991,0.4585375,0.9401209,0.6672448,0.5111252,0.0407168,0.003252,0.0271093,0.8655751,0.3639602,4.3348255,4.1428585,3.9855216,0.0010772,0.0029426,0.7642806,0.0832391,0.0673467,0.0040427,0.0538655,0.4857963,0.0235803,0.0441622,0.0379084,0.1745625,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.3691343
166,Str_g_11622,Cn1cnc([N+](=O)[O-])c1OCCSc1ncnc2nc[nH]c12,-2.7420316,1.3758949,0.6565684,0.00014,0.4513356,0.0111977,0.0129805,0.0084684,-4.7868505,7.4e-06,0.0816264,35.069355,1.1342056,48.40377,0.1009092,0.8063954,0.0514964,0.0598004,0.0145563,0.763002,0.0180278,0.0627371,0.2361801,0.2324931,8.940422,0.7093392,0.0272682,0.8956996,0.9877418,0.9321606,0.6748834,0.0631845,0.8790458,0.0690888,0.0035313,0.0775198,0.8579408,0.3540338,4.373026,3.5229256,4.088123,0.002189,0.0034051,0.9240961,0.9811795,0.1192243,0.0337864,0.9444453,0.7950734,0.0721275,0.2922983,0.360779,0.9206752,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.1504113
167,Str_g_11622,COCCn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.0901344,1.4074032,0.1390956,0.0002706,0.0670508,0.0150701,0.0117543,0.093372,-4.765669,7.1e-06,0.2723989,28.489758,1.3224576,60.316097,0.0172654,0.9083533,0.0373611,0.0607428,0.0131318,0.5324155,0.0067618,0.0643485,0.1097503,0.1723374,7.4070215,0.7015065,0.0211441,0.8749569,0.990036,0.9951072,0.9457306,0.0446421,0.4746356,0.1368748,0.0090741,0.3023222,0.8517228,0.3891062,4.58988,4.4771585,3.970121,0.0018846,0.0045785,0.8421379,0.9820901,0.1126865,0.1571767,0.8762989,0.8431845,0.0582922,0.1256824,0.281567,0.9043479,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.1682332
168,Str_g_11622,Cn1cnc([N+](=O)[O-])c1CCOSc1ncnc2nc[nH]c12,-2.5654492,1.4802494,0.5612044,0.0001481,0.6864726,0.0093726,0.0108798,0.0699483,-4.9117136,6.9e-06,0.2675347,35.756004,1.5357873,52.99936,0.0250091,0.8970872,0.0425398,0.0597697,0.0143869,0.675838,0.0097852,0.0677024,0.128078,0.2547442,8.436991,0.7441087,0.0255169,0.9066168,0.9867333,0.9874914,0.9826242,0.36132,0.9536496,0.0595066,0.0059137,0.1611155,0.9756045,0.2291866,4.355252,5.882441,4.5159636,0.0019487,0.0032379,0.8541782,0.9801189,0.1546948,0.0731834,0.9630047,0.8466237,0.0342822,0.1197429,0.32589,0.8889579,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.5038223
169,Str_g_11622,Cn1cnc(OCC[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.5022392,1.447958,0.59887,0.0003608,0.3524718,0.011791,0.5795915,0.1306034,-4.9986477,6.5e-06,0.3625389,43.642437,1.0790904,52.917713,0.0430293,0.7562092,0.0788599,0.0578167,0.0282122,0.4715238,0.0038996,0.0583289,0.0838367,0.1792857,10.234182,0.7756382,0.0222311,0.8949649,0.9840487,0.708699,0.9059242,0.1006502,0.906624,0.053583,0.005285,0.2770164,0.8335421,0.3187025,4.238181,4.036515,3.915789,0.0029638,0.0030172,0.8525193,0.9599121,0.0992844,0.0108925,0.5830187,0.6695056,0.0392307,0.0606063,0.1876457,0.8099246,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.4691607
170,Str_g_11622,Cn1cnc([N+](=O)[O-])c1SOCCc1ncnc2nc[nH]c12,-3.0210066,1.5411292,0.6138008,0.0001698,0.7157897,0.0091969,0.0118142,0.0949615,-4.856745,7.2e-06,0.2928904,39.257477,1.4432472,51.74995,0.0202256,0.8828121,0.0502074,0.0602505,0.0135821,0.615239,0.012221,0.0648889,0.1305188,0.282186,9.114164,0.7383366,0.0168615,0.9388962,0.9879098,0.987357,0.9929013,0.3503859,0.9542155,0.0485392,0.0095465,0.4323211,0.9832978,0.182472,4.368522,6.007821,4.5273757,0.0038821,0.0032693,0.7887734,0.9807885,0.1369637,0.1535551,0.9586326,0.7619264,0.0514733,0.3048672,0.3382678,0.892266,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.4969278
171,Str_g_11622,Cn1cnc([N+](=O)CCO[O-])c1Sc1ncnc2nc[nH]c12,-2.2814765,0.3495228,-0.2601828,0.00025,0.5123477,0.0104748,0.6264658,0.3719068,-4.956031,8.9e-06,0.6546736,44.146164,1.2760144,52.634937,0.0225306,0.8472992,0.0349788,0.0591484,0.0126543,0.6961718,0.0069352,0.1040719,0.0671893,0.1568022,4.589774,0.7763436,0.0160419,0.7583074,0.985672,0.9390116,0.9497055,0.1210344,0.7416538,0.0715426,0.0222903,0.3829237,0.9437466,0.2695886,4.841113,4.584913,4.0006905,0.0026694,0.0032058,0.7742727,0.9789184,0.1863869,0.0159891,0.958727,0.802014,0.0288897,0.06743,0.3278824,0.8964092,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.9154662
172,Str_g_11622,CCCOn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-3.0106902,2.0020626,0.9658067,0.0002023,0.010486,0.0086455,0.015522,0.0154355,-4.7405095,8.7e-06,0.0154171,53.38539,1.0602229,38.96094,0.1067319,0.5571369,0.1726387,0.0623326,0.0574017,0.3131336,0.0086939,0.0440273,0.2336176,0.1661056,10.689008,0.606205,0.017656,0.8707159,0.987512,0.9676013,0.9579098,0.1475069,0.2772364,0.0807901,0.0067975,0.26288,0.9340118,0.5354216,4.779493,4.656238,4.0798182,0.0029706,0.0045774,0.8605729,0.9840752,0.1127855,0.0727933,0.8881934,0.8722525,0.1778082,0.2155992,0.3825479,0.9580374,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,3.401508
173,Str_g_11630,Cn1cnc([N+](=O)[O-])c1SOc1ncnc2nc[nH]c12,-3.1838531,1.6277145,0.6666462,8.93e-05,0.2922419,0.0131469,0.0190495,0.0095401,-4.833754,7.6e-06,0.1236998,47.439236,1.0171565,46.154137,0.072511,0.7577386,0.1143013,0.0606802,0.0318602,0.6855043,0.0155249,0.0705477,0.2897846,0.282522,9.638854,0.7714732,0.0109906,0.9458982,0.9906083,0.9850218,0.9896276,0.1086623,0.9474303,0.0497384,0.0074567,0.4053538,0.9746112,0.2633293,4.454199,5.786035,4.3525925,0.001449,0.0035407,0.9439162,0.9780176,0.132861,0.0651529,0.9012641,0.7532932,0.0480557,0.1571413,0.3523489,0.8199814,[2*][1*]>>[1*]O[2*],[2*][1*],[1*]O[2*],left,3.4783296
174,Str_g_11630,Cn1cnc(O[N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-2.694168,1.673909,0.7111876,0.0002133,0.4658588,0.0149832,0.0654264,0.0160644,-4.9806046,4.7e-06,0.047355,40.594215,0.9414566,53.38495,0.0305236,0.611458,0.1922662,0.0569512,0.0730049,0.359813,0.0061223,0.0433386,0.1157416,0.1468119,8.608124,0.833827,0.0142939,0.9156383,0.9892999,0.6972027,0.9785735,0.2215367,0.7473448,0.0387883,0.0037807,0.1374485,0.9424392,0.3261526,4.4672117,4.3402734,4.1316705,0.0016443,0.002959,0.7672656,0.0227238,0.0462091,0.0036837,0.0186718,0.3358121,0.0095677,0.0188418,0.0202156,0.0190284,[2*][1*]>>[1*]O[2*],[2*][1*],[1*]O[2*],left,3.5040397
