mol_index,structure_id,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,transformation,left_fragment,right_fragment,flag,sascore
107,Str_g_2711,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OCCO)cccc13)OCO2,-4.1288447,1.5909798,3.0627332,0.0024328,0.0003048,0.0034987,0.0063334,0.1209976,-5.0337944,6.09e-05,0.0342363,95.32745,0.7573392,4.1437654,0.7850904,0.1223765,0.0804538,0.0614521,0.560737,0.2287168,0.723984,0.1350459,0.2987166,0.0203614,6.029449,0.5399088,0.1710008,0.2125474,0.9849785,0.8480104,0.0250011,0.0506838,0.8894558,0.9170458,0.0038744,0.3267832,0.752151,0.579073,3.4224927,4.4022145,4.0147614,0.0109527,0.4581374,0.9748573,0.0275195,0.228843,0.0829143,0.6242555,0.8696652,0.2269348,0.5966432,0.9257101,0.9533072,[1*]C>>[1*]CCO,[1*]C,[1*]CCO,left,2.6860013
108,Str_g_8905,COc1ccc(CC#N)c2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.4782863,1.7970347,3.400134,0.001834,0.0003409,0.0070171,0.0040954,0.005429,-4.7705913,7.11e-05,0.0256026,95.769806,0.8731983,4.5043154,0.6578126,0.4259082,0.1015736,0.0534552,0.6575104,0.362909,0.6708539,0.1241022,0.2774817,0.0329649,4.3946657,0.657132,0.0133539,0.4087432,0.9858826,0.9482946,0.1071689,0.4898948,0.8104278,0.934804,0.0077985,0.3167982,0.9580588,0.5889788,3.5935864,5.13106,4.833506,0.006913,0.5127142,0.9699672,0.0368187,0.2144045,0.7297049,0.2006382,0.8638637,0.532858,0.7428435,0.9481037,0.9791531,[1*][H]>>[1*]CC#N,[1*][H],[1*]CC#N,left,2.9709348
109,Str_g_8410,COCc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.2604613,2.3034403,3.6633525,0.0018047,0.0006359,0.0043038,0.0024128,0.0186669,-4.7372384,5.31e-05,0.0546253,95.51647,0.5653878,3.0599575,0.8098086,0.5739785,0.1246773,0.0665576,0.5937842,0.1341635,0.7223571,0.1328244,0.2375698,0.0385533,2.3215246,0.3258678,0.1108904,0.3767333,0.9838067,0.9576848,0.0435034,0.2193439,0.8906713,0.9321704,0.0042441,0.3835025,0.6171423,0.5165568,3.5596151,4.7551785,4.6345744,0.0098989,0.56818,0.9704859,0.0195189,0.2760972,0.4296456,0.6588188,0.8777164,0.2564184,0.732487,0.9367208,0.9477556,[1*]O[2*]>>[1*]OC[2*],[1*]O[2*],[1*]OC[2*],left,2.6815561
110,Str_g_11519,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)COCOCO3,-4.5039983,2.2265465,3.685416,0.0012251,0.0012159,0.0413923,0.0214398,0.8363645,-4.807282,6.41e-05,0.0216309,94.29657,0.6040525,3.1232345,0.4098844,0.8779442,0.0908176,0.0667376,0.5488404,0.1304387,0.4072377,0.1298038,0.0630108,0.0323806,4.8614497,0.6223963,0.1440361,0.3063263,0.9854299,0.9670413,0.0356569,0.0559044,0.8431742,0.9326289,0.0041224,0.5830575,0.857468,0.6090236,3.7393224,4.879456,4.4628706,0.0142454,0.4084082,0.9608657,0.0315982,0.523651,0.606138,0.810205,0.7757081,0.2612327,0.4101491,0.9138548,0.9406144,[2*][1*]>>[1*]COC[2*],[2*][1*],[1*]COC[2*],left,2.9143633
111,Str_g_8383,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCC(=O)N3,-4.5163217,1.6878942,3.2618551,0.0010586,0.0015238,0.0353519,0.0022791,0.0494954,-4.9531746,1.47e-05,0.0150959,94.26592,0.6453088,5.574872,0.6741948,0.4810502,0.0842573,0.0588296,0.598836,0.2682509,0.2522305,0.1192114,0.080725,0.0380963,1.1978168,0.8088358,0.1225657,0.0972138,0.9894828,0.9469362,0.0224612,0.3814078,0.8501855,0.7518164,0.003258,0.0888417,0.7630098,0.4376875,3.61179,4.65827,4.3507648,0.0376662,0.4080882,0.9719572,0.0171955,0.1340437,0.3841814,0.5965492,0.8473768,0.1452986,0.5288458,0.9351075,0.9184542,[1*]O[2*]>>[1*]NC([2*])=O,[1*]O[2*],[1*]NC([2*])=O,left,2.7691838
112,Str_g_8409,CCCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.5083027,2.8253863,4.763633,0.0033266,0.0002683,0.0024995,0.0021574,0.0032542,-4.7597284,3.68e-05,0.101987,97.86175,0.377711,1.530894,0.8520116,0.1629639,0.2293485,0.0676697,0.7848486,0.4012766,0.7729181,0.1438846,0.3829685,0.0261317,4.9629564,0.2256864,0.268351,0.1950114,0.9829164,0.9407947,0.0273487,0.2807293,0.912621,0.9174667,0.0041947,0.4191173,0.8954495,0.6320164,3.6791587,5.0689626,4.7433386,0.0110588,0.5424595,0.9809605,0.0359513,0.3204926,0.3657268,0.8303252,0.9098592,0.4909632,0.810806,0.9472526,0.963653,[1*]O[2*]>>[1*]OCC[2*],[1*]O[2*],[1*]OCC[2*],left,2.6276798
113,Str_g_5837,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OC[C@H](C)O3,-4.2751436,2.5057764,4.515918,0.0108787,0.0002246,0.0046607,0.0012329,0.0012578,-4.849141,2.62e-05,0.0869903,93.93969,0.4107812,6.45618,0.5888182,0.5301247,0.1428474,0.0895316,0.7244628,0.3391564,0.5957675,0.1481596,0.085362,0.0535881,2.0100698,0.4116687,0.1534516,0.7782176,0.9837365,0.9760255,0.0451829,0.554493,0.9305133,0.9129437,0.0045651,0.5294448,0.8854477,0.5178732,3.6540277,4.8860884,4.7197394,0.1912058,0.6634098,0.9686933,0.1855313,0.2379862,0.5719731,0.9177778,0.8906121,0.4664155,0.8039804,0.9322816,0.9449635,[1*]C[2*]>>[1*]C[C@@H]([2*])C,[1*]C[2*],[1*]C[C@@H]([2*])C,left,3.2298333
114,Str_g_11533,CC(C)COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.2706723,3.4153636,5.1260786,0.0023576,0.0001731,0.0052287,0.0019178,0.0024245,-4.724172,4.34e-05,0.0995908,97.87304,0.3962298,1.2277592,0.7239723,0.1413221,0.2444935,0.0701623,0.8568429,0.4349308,0.7692232,0.1336357,0.3924522,0.0327042,3.594293,0.2200518,0.1620497,0.3099952,0.9829969,0.9463362,0.0350819,0.4084478,0.9204099,0.918731,0.0042048,0.3612236,0.9352335,0.7095379,3.7727845,5.2888975,4.9030294,0.0174407,0.3695,0.9795825,0.0219677,0.2933761,0.5770311,0.8568506,0.9033046,0.627259,0.8038771,0.9486319,0.9572331,[2*][1*]>>[1*]C[C@H]([2*])C,[2*][1*],[1*]C[C@H]([2*])C,left,2.6828868
115,Str_g_11521,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCCOO3,-4.3985133,2.2095218,3.742314,0.0088159,0.0002597,0.0057128,0.0036886,0.005482,-4.9016776,2.52e-05,0.0368566,93.86464,0.4335105,7.0889807,0.5499809,0.5762471,0.12542,0.0656415,0.66883,0.3406721,0.5827766,0.146988,0.0900421,0.0361623,2.4040356,0.5516004,0.354792,0.3000854,0.9836882,0.9348164,0.067326,0.2736561,0.9294975,0.9069672,0.0043473,0.6578198,0.8268046,0.5268157,3.6280537,4.937113,4.764894,0.1540107,0.5509028,0.9645952,0.5755582,0.1953438,0.460869,0.9070269,0.9035389,0.324953,0.7874536,0.9285336,0.9597812,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,3.0011543
116,Str_g_7319,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCN3,-4.5162873,1.9363368,3.9183547,0.0006798,0.0019647,0.0266284,0.0017526,0.0032163,-4.870114,1.59e-05,0.0255955,95.76147,0.6445928,4.3375926,0.8489203,0.412077,0.1386658,0.0647899,0.5957943,0.3899186,0.4534992,0.1347215,0.0709388,0.0253348,4.095706,0.52557,0.0848602,0.7681,0.9855413,0.9590557,0.0471696,0.5331204,0.8712826,0.9202111,0.0046327,0.6607364,0.9410845,0.5430142,3.6192544,4.603415,4.893348,0.0076911,0.5718242,0.9794537,0.0087749,0.3073696,0.4946928,0.479883,0.8864241,0.6297016,0.6116736,0.9346748,0.9348246,[1*]NC[2*]>>[1*]OC[2*],[1*]NC[2*],[1*]OC[2*],right,2.9611255
117,Str_g_8865,COc1ccc(C(C)=O)c2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.273988,1.757999,3.3977532,0.0206318,0.0002562,0.0060176,0.0034332,0.0080862,-4.8005843,2.67e-05,0.0378019,92.2709,0.8589386,6.3557854,0.7245385,0.3775873,0.1922942,0.0623302,0.6808274,0.388102,0.7284548,0.1393091,0.3065776,0.0443502,2.037972,0.475398,0.0624262,0.237588,0.9851108,0.9243724,0.022678,0.1929101,0.8709757,0.9338404,0.0066494,0.654389,0.8875377,0.5205809,3.5491931,4.6536417,4.7897525,0.0066768,0.3452358,0.9638019,0.0085345,0.1811586,0.6280951,0.344411,0.8246582,0.5901433,0.4148067,0.9320239,0.9616731,[1*][H]>>[1*]C(C)=O,[1*][H],[1*]C(C)=O,left,2.8247862
118,Str_g_11454,COc1cccc2c1cc(CCCCC[N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.186174,3.4156988,5.173787,0.0162475,0.0003668,0.0017731,0.0023014,0.0016183,-4.756162,2.4e-05,0.0719158,98.384735,0.3506884,1.1680489,0.7164722,0.1981944,0.2773005,0.0670915,0.7335804,0.4662231,0.8237946,0.1548469,0.4608551,0.0343733,4.2589974,0.2314154,0.339407,0.2994955,0.9664271,0.9198587,0.0369506,0.7122882,0.8913836,0.8942133,0.0044697,0.2264749,0.9403328,0.6266977,3.8185349,5.065028,4.8596234,0.0178724,0.073288,0.9719435,0.0515572,0.278027,0.1764196,0.798875,0.8210828,0.3153197,0.8185642,0.8904238,0.9590974,[2*][1*]>>[1*]CCCCC[2*],[2*][1*],[1*]CCCCC[2*],left,2.838541
119,Str_g_11625,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OOCCO3,-4.4303126,2.235318,3.728104,0.0053131,0.000296,0.0059533,0.0046318,0.0067171,-4.88783,2.78e-05,0.0394658,94.07155,0.4548938,7.172884,0.4999928,0.5657222,0.1219105,0.0659617,0.6715454,0.2875465,0.5712942,0.1457446,0.0844985,0.0390601,2.7369967,0.5698172,0.2840496,0.2863522,0.9834299,0.9365349,0.0625759,0.3482705,0.9317183,0.9034377,0.0042909,0.5877712,0.8762692,0.5270864,3.6231496,4.915989,4.6875415,0.1344377,0.5347938,0.9658884,0.5892284,0.1900536,0.4731109,0.9057869,0.905342,0.3577176,0.7871918,0.931396,0.9622267,[2*][1*]>>[1*]OC[2*],[2*][1*],[1*]OC[2*],left,2.9678015
120,Str_g_11519,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCOCOC3,-4.333447,2.1749115,3.690817,0.00107,0.0008131,0.009008,0.0161102,0.1716048,-4.736121,9.09e-05,0.0268305,95.35919,0.5424218,2.78089,0.47889,0.8679601,0.0945207,0.0665303,0.5284877,0.1240178,0.3435159,0.1299817,0.0629479,0.0323534,4.9034734,0.4536822,0.1628802,0.4922157,0.9855687,0.9634311,0.0400113,0.1016125,0.8637956,0.932317,0.0043396,0.6326046,0.7575894,0.606563,3.5773149,4.6504383,4.618035,0.0256482,0.3682716,0.9599259,0.0149732,0.4981262,0.446179,0.7546354,0.8054882,0.4398024,0.570026,0.9235855,0.9329613,[2*][1*]>>[1*]COC[2*],[2*][1*],[1*]COC[2*],left,2.8780952
121,Str_g_9043,COc1c(N2CCOCC2)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.689209,2.2756932,4.037873,0.0024848,0.0009949,0.0017329,0.0179346,0.0023325,-4.866095,7.99e-05,0.0218723,91.329094,0.766568,7.5448895,0.4347383,0.430386,0.0976084,0.0820766,0.705263,0.1931964,0.6603336,0.1417201,0.3122877,0.0416528,5.6184587,0.3053328,0.1541047,0.342699,0.9869096,0.9376434,0.0280629,0.0608206,0.8702965,0.9039876,0.0033953,0.1040614,0.3481918,0.5640046,3.3500264,4.364828,4.5925527,0.0339646,0.4312004,0.9781216,0.1003747,0.4097286,0.6210338,0.6294636,0.8544433,0.7532142,0.712466,0.9428355,0.96815,[1*][H]>>[1*]N1CCOCC1,[1*][H],[1*]N1CCOCC1,left,2.8586993
122,Str_g_11273,COc1cccc2c1cc(C(=O)NC[N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.450663,1.94032,3.0854087,0.0006065,0.0020404,0.0054985,0.0141942,0.1650264,-5.0616255,2.27e-05,0.0536956,90.53947,1.3417523,7.487125,0.5871352,0.1940321,0.2012409,0.0595699,0.2964112,0.1832988,0.3474051,0.1224711,0.1624827,0.0102295,4.0114546,0.3926572,0.0416094,0.8069811,0.980211,0.4466609,0.0129034,0.0360428,0.7827698,0.678195,0.0034352,0.1555384,0.5445346,0.4744912,2.9898674,4.077973,4.619255,0.0066112,0.0571834,0.9589841,0.0039456,0.1967601,0.0334668,0.0906096,0.6828156,0.0557578,0.2283653,0.7392338,0.8744245,[2*][1*]>>[1*]C(=O)NC[2*],[2*][1*],[1*]C(=O)NC[2*],left,2.9131111
123,Str_g_8383,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCNC3=O,-4.4364057,1.5399665,3.1584795,0.0013005,0.0010971,0.0233374,0.0032097,0.0778607,-4.9548583,1.49e-05,0.0355646,91.46586,0.980386,6.7557273,0.5886118,0.1491101,0.1414938,0.0591158,0.5069082,0.2848019,0.1676472,0.1224468,0.0611542,0.0303385,2.7896757,0.4305612,0.0753063,0.1994535,0.9847459,0.9506243,0.0243994,0.3613689,0.5509462,0.8229624,0.0032262,0.1248996,0.704172,0.4293266,3.4996097,4.571992,4.6121316,0.0097532,0.3787696,0.9553056,0.0073816,0.1964165,0.3476291,0.1527874,0.8234334,0.2702656,0.2724971,0.8744581,0.880486,[1*]O[2*]>>[1*]NC([2*])=O,[1*]O[2*],[1*]NC([2*])=O,left,2.9820841
124,Str_g_9032,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)c(N(C)C)c3c(c12)OCO3,-4.330419,2.2599719,4.4207983,0.0028557,0.0005438,0.0172277,0.0046551,0.0029444,-4.8948402,4.52e-05,0.022002,89.838646,1.0695401,5.990281,0.774817,0.5329269,0.2143743,0.136585,0.7633685,0.6967692,0.727592,0.1659322,0.2399341,0.0306738,3.9517136,0.3393692,0.1163866,0.4286726,0.988115,0.9363432,0.0673456,0.1151473,0.8007074,0.9251412,0.005045,0.3635638,0.9507385,0.5588524,3.4841433,4.4201355,4.661515,0.0291248,0.4304726,0.9654049,0.0291137,0.3517022,0.634368,0.1931424,0.8403022,0.6420363,0.250601,0.9486077,0.9629648,[1*][H]>>[1*]N(C)C,[1*][H],[1*]N(C)C,left,2.9754125
125,Str_g_4979,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCC3,-4.163787,2.3769224,4.30597,0.0015531,0.0003715,0.0106008,0.0017978,0.0054123,-4.7594934,2.02e-05,0.0986767,96.12233,0.3559699,3.5755355,0.7848676,0.4380666,0.1538025,0.0676906,0.6784228,0.4493768,0.656774,0.142132,0.0832286,0.0327673,1.4272741,0.40728,0.169556,0.5523772,0.9817451,0.9485755,0.0650044,0.6259498,0.9141114,0.9276306,0.0038672,0.3636706,0.7406516,0.5138518,3.6444669,4.900752,4.6018324,0.0479499,0.664971,0.9697784,0.1461907,0.4734318,0.4976001,0.8685604,0.89207,0.393747,0.7166851,0.9399989,0.9453474,[1*]CC[2*]>>[1*]OC[2*],[1*]CC[2*],[1*]OC[2*],right,2.624577
126,Str_g_11622,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OOCCCO3,-4.500895,2.5192292,4.0651417,0.0123804,0.0003221,0.0049873,0.0033547,0.0049664,-4.8520856,2.04e-05,0.0560913,94.06813,0.41715,7.501956,0.498253,0.554851,0.139506,0.0704908,0.6897154,0.2721026,0.573633,0.145962,0.0909548,0.0384979,2.3993282,0.4774228,0.2445428,0.2945107,0.982577,0.961318,0.0452515,0.3937132,0.941343,0.9076532,0.0041088,0.4898566,0.8584288,0.5958284,3.6301396,5.0332975,4.666067,0.217772,0.5505671,0.9665622,0.702602,0.1671958,0.4449694,0.9170154,0.9030105,0.2864595,0.8087871,0.932528,0.9645233,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,2.9653014
127,Str_g_6879,Nc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.4522557,1.5713366,3.3325577,0.0008131,0.0015676,0.0037686,0.0016696,0.014871,-4.8735423,0.0001421,0.0313881,93.95855,0.8530004,3.7099607,0.8707078,0.1375448,0.1720617,0.0616772,0.640509,0.2250765,0.7187896,0.1352987,0.1910436,0.0259768,4.1570883,0.4377135,0.1211715,0.3461678,0.9854498,0.9638099,0.0232987,0.4690017,0.8691602,0.9257096,0.0043487,0.666989,0.9363933,0.4820242,3.5559893,4.4190493,4.718713,0.006782,0.5272485,0.9846526,0.0129631,0.3474222,0.3285365,0.7405786,0.9122496,0.435536,0.7781663,0.9532363,0.9403533,[1*]N>>[1*]OC,[1*]N,[1*]OC,right,2.6827299
128,Str_g_11273,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)CNC(=O)O)cc3c(c12)OCO3,-5.7245398,2.1785526,2.934226,0.0019789,0.0002973,0.0046261,0.0024691,0.0094504,-4.7565637,0.0001223,0.026617,93.056816,1.0953946,4.9355416,0.820901,0.3328192,0.1736834,0.0655067,0.4850936,0.7607199,0.6742916,0.2119822,0.5020709,0.0464442,5.269103,0.5748227,0.079449,0.3388122,0.978289,0.9174685,0.1699686,0.6830799,0.7847567,0.8072058,0.0033268,0.016549,0.7740522,0.4881796,4.020769,5.2655687,5.4361887,0.0050767,0.3002804,0.9661052,0.0212408,0.4316555,0.3807485,0.455629,0.8618321,0.6990436,0.160077,0.9258893,0.9430025,[2*][1*]>>[1*]C(=O)NC[2*],[2*][1*],[1*]C(=O)NC[2*],left,2.840723
129,Str_g_9143,COc1ccc([O-])c2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.349984,1.7878278,3.519162,0.0044299,0.0001245,0.0077047,0.0028095,0.002129,-4.8778696,2.4e-05,0.0408951,95.00503,0.6643679,5.9972506,0.6732298,0.2289737,0.101272,0.0661809,0.5927425,0.3806353,0.6751673,0.1259203,0.2240038,0.025016,2.3987207,0.6495048,0.0516843,0.8770574,0.9840984,0.9661971,0.091522,0.4383128,0.8799834,0.9417938,0.0142023,0.7669312,0.938398,0.5146414,3.6616125,4.749255,5.0003595,0.0083126,0.338167,0.9674535,0.0117161,0.1825066,0.5548664,0.3224388,0.8210168,0.2764227,0.4012224,0.9356801,0.9550141,[1*][H]>>[1*][O-],[1*][H],[1*][O-],left,3.1756872
130,Str_g_4936,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCC3,-4.1637864,2.3769226,4.30597,0.0015531,0.0003715,0.0106008,0.0017978,0.0054123,-4.7594934,2.02e-05,0.0986767,96.12234,0.35597,3.5755355,0.7848676,0.4380667,0.1538025,0.0676906,0.6784228,0.4493768,0.656774,0.142132,0.0832286,0.0327673,1.4272743,0.40728,0.169556,0.5523772,0.9817451,0.9485755,0.0650044,0.6259497,0.9141114,0.9276307,0.0038672,0.3636706,0.7406516,0.5138518,3.6444669,4.900752,4.601832,0.0479499,0.664971,0.9697784,0.1461907,0.4734318,0.4976001,0.8685604,0.89207,0.393747,0.7166851,0.9399987,0.9453474,[1*]CC[2*]>>[1*]CO[2*],[1*]CC[2*],[1*]CO[2*],right,2.624577
131,Str_g_9032,CN(C)COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.2848067,1.925086,3.5042217,0.0013999,0.0011245,0.0055757,0.0047432,0.0032654,-5.027504,4.92e-05,0.0771624,93.102684,1.9231812,4.699072,0.7569567,0.9078391,0.0563428,0.2070344,0.1291847,0.1168565,0.7176329,0.1907786,0.0472879,0.1108878,10.261931,0.2484723,0.544937,0.2342376,0.9830452,0.9677302,0.1998016,0.6161408,0.7725056,0.7545448,0.0039697,0.0999717,0.9512725,0.4928132,3.5699372,4.8451,4.601617,0.0094976,0.2880401,0.9715536,0.0070895,0.1074703,0.2217938,0.1201006,0.6257804,0.0507106,0.5160914,0.8837221,0.9021083,[1*][H]>>[1*]N(C)C,[1*][H],[1*]N(C)C,left,2.8851809
132,Str_g_2705,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OCCF)cccc13)OCO2,-4.616816,2.238389,4.0284133,0.0029423,0.0002143,0.0024931,0.015317,0.0741037,-4.961341,0.0001386,0.1012326,97.429085,0.4128572,1.799059,0.8389145,0.1547546,0.2180034,0.0653247,0.7451194,0.4079471,0.7728926,0.1476649,0.3955933,0.0312238,8.039986,0.261187,0.0468823,0.8729677,0.9837584,0.9744858,0.8636552,0.8847347,0.6666186,0.9500619,0.0040032,0.071016,0.963032,0.5786984,3.625784,4.952614,5.028573,0.0107924,0.3836706,0.9821009,0.0153199,0.2885766,0.1674948,0.6837942,0.8861546,0.2474793,0.7630192,0.9354439,0.9502505,[1*]C>>[1*]CCF,[1*]C,[1*]CCF,left,2.7898019
133,Str_g_8806,N#CCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.3048615,1.717293,3.2727273,0.0014125,0.000148,0.0058964,0.0072008,0.0106333,-4.8797235,0.0001771,0.0279408,96.423,0.6949896,2.701661,0.8324474,0.1586795,0.1216744,0.0515844,0.6468002,0.2968142,0.749371,0.1108525,0.3656012,0.0275177,3.9093823,0.5571646,0.0138528,0.7671774,0.9897099,0.9654749,0.0600992,0.4512368,0.8740954,0.87881,0.0078781,0.4669528,0.9621198,0.6620673,3.6404777,5.9163156,5.033571,0.0084468,0.5404207,0.9801465,0.0496672,0.2262121,0.4277592,0.6292772,0.9063756,0.3693048,0.8337522,0.9393276,0.970649,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,2.7948484
134,Str_g_8974,COc1c(CCO)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-3.933648,1.6528502,3.3320704,0.0031634,0.0004718,0.0040914,0.0033939,0.0019024,-4.9041905,3e-05,0.0389504,95.14289,0.7775206,6.4986453,0.740347,0.2803628,0.0921957,0.0655166,0.5317044,0.2033315,0.6762144,0.1378487,0.2383862,0.0295452,4.6756945,0.4052718,0.0673178,0.6293216,0.9836535,0.883099,0.046578,0.4258748,0.7207778,0.927572,0.0035932,0.1794621,0.728705,0.520634,3.2754016,4.2114882,4.106257,0.0128806,0.2247606,0.9687874,0.0311124,0.2356794,0.3647189,0.4511892,0.8192911,0.3398819,0.5258516,0.9363294,0.9457417,[1*][H]>>[1*]CCO,[1*][H],[1*]CCO,left,2.836975
135,Str_g_9088,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)c(OC(F)(F)F)c3c(c12)OCO3,-4.6115646,3.1672633,4.89368,0.019042,7.67e-05,0.0036002,0.0022937,0.0004917,-4.8730497,3.99e-05,0.1193174,99.46264,0.3929436,1.3645135,0.5228986,0.6917487,0.1567716,0.0703818,0.8024683,0.5836434,0.7270238,0.1402014,0.3811746,0.0406744,2.3566666,0.2112507,0.0673229,0.9586436,0.9916774,0.9532892,0.8666923,0.5760252,0.5966946,0.9065457,0.0032737,0.0838523,0.9444614,0.5673328,3.4719155,4.806065,5.3256345,0.0647106,0.1754272,0.9680377,0.0466653,0.0926508,0.395755,0.1419564,0.804336,0.3966217,0.5203598,0.9327649,0.9671804,[1*][H]>>[1*]OC(F)(F)F,[1*][H],[1*]OC(F)(F)F,left,2.9931842
136,Str_g_11273,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OC(=O)NCCO3,-4.304344,1.9806988,3.0879161,0.0013438,0.0107635,0.0254962,0.0047115,0.0031772,-4.9051337,7.05e-05,0.0311452,94.018036,0.768313,5.004455,0.4800725,0.1805707,0.1113766,0.0600578,0.6167326,0.3264656,0.3533179,0.1403527,0.0665924,0.0372262,2.8922486,0.766311,0.0174942,0.3833343,0.9856994,0.9375186,0.5448526,0.5336235,0.9280052,0.7145056,0.0032169,0.0386954,0.849185,0.2437925,3.581611,4.865272,4.842361,0.0164443,0.1904148,0.957725,0.0646848,0.4174267,0.5493332,0.7504828,0.8677634,0.3680299,0.5401479,0.9255561,0.9425402,[2*][1*]>>[1*]C(=O)NC[2*],[2*][1*],[1*]C(=O)NC[2*],left,2.9883042
137,Str_g_11452,CCCCCCCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.315522,3.8898911,6.375908,0.1751069,0.0002612,0.0013901,0.0017801,0.001752,-4.7616234,2.59e-05,0.1233153,99.58418,0.3332352,0.9278765,0.760969,0.1400489,0.6234178,0.0668064,0.8516564,0.68048,0.8014926,0.1468255,0.3950368,0.0168696,3.6726208,0.1248428,0.4261718,0.1360205,0.9807355,0.9223876,0.0268335,0.4460552,0.9401208,0.8681166,0.0044038,0.4146558,0.9334856,0.9149041,4.7333755,5.87355,5.0557675,0.0287862,0.3655231,0.9813609,0.2884288,0.3606759,0.3053518,0.8429903,0.9113235,0.2632612,0.872391,0.9420271,0.9710068,[2*][1*]>>[1*]CCCCCC[2*],[2*][1*],[1*]CCCCCC[2*],left,2.6422242
138,Str_g_7488,CNc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.3280864,1.8794962,3.8295848,0.0005874,0.0014734,0.0064579,0.002387,0.0031388,-4.904248,8.58e-05,0.0764556,96.32054,0.6128576,3.166452,0.8843047,0.1653442,0.1757774,0.0611022,0.6916202,0.4022602,0.7154683,0.1305828,0.2690587,0.0229398,4.8899627,0.4995348,0.1097061,0.3718874,0.9855768,0.9455572,0.0383629,0.6310795,0.8385232,0.9145398,0.0036822,0.4365296,0.9412461,0.4208795,3.629842,4.6781573,4.86765,0.004883,0.5565473,0.9879346,0.0104637,0.4528032,0.352103,0.6065212,0.9162827,0.7181587,0.7547973,0.9594539,0.9489787,[1*]N[2*]>>[1*]O[2*],[1*]N[2*],[1*]O[2*],right,2.7146818
