mol_index,structure_id,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,transformation,left_fragment,right_fragment,flag,sascore
139,Str_g_8060,COc1cccc2c1cc(OC)c1c(C(=O)O)cc3c(c12)OCO3,-4.2098155,3.1107688,4.117258,0.0072061,0.0009297,0.0028155,0.0025162,0.0033039,-4.8145857,2.2e-05,0.0645503,88.61908,0.6724512,6.046332,0.7311403,0.8268962,0.0915442,0.1710096,0.5028662,0.5361658,0.7486378,0.1671176,0.3173695,0.0807916,7.7055097,0.4746348,0.0716136,0.1093364,0.9816458,0.2598384,0.0141489,0.1936955,0.3161253,0.9156907,0.0098493,0.723557,0.9047668,0.7616556,3.1675773,4.078724,4.6767297,0.005819,0.0986773,0.9834707,0.0218563,0.1609341,0.0654996,0.7166998,0.8619964,0.6760711,0.7677536,0.9049147,0.9471865,[1*]OC>>[1*][N+](=O)[O-],[1*]OC,[1*][N+](=O)[O-],right,2.4110833
140,Str_g_8866,COc1c(C(C)C)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.1602216,2.9827528,4.974526,0.0035444,0.000361,0.0072702,0.0018957,0.0031314,-4.688597,2.68e-05,0.0796786,97.94362,0.4557437,2.6563785,0.7562996,0.4951772,0.2268909,0.1026724,0.7973106,0.3653337,0.7490628,0.1379672,0.3261016,0.0544274,2.009327,0.1758896,0.0767611,0.43561,0.9826205,0.8313937,0.1804636,0.5235557,0.6770164,0.9253141,0.0033101,0.2091457,0.9501708,0.7266432,3.6182823,5.1312428,5.105251,0.024542,0.3701674,0.9798501,0.0288235,0.273342,0.6751112,0.590269,0.8729507,0.8088476,0.812703,0.950002,0.961983,[1*][H]>>[1*]C(C)C,[1*][H],[1*]C(C)C,left,2.7927224
141,Str_g_8806,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)OC#N)cc3c(c12)OCO3,-7.041531,2.7463198,3.7868233,0.0109298,0.0002878,0.0045569,0.0191686,0.0051446,-4.705211,6.67e-05,0.0426508,95.48122,0.8954767,5.419928,0.9601482,0.2017073,0.9685098,0.1077411,0.9221164,0.9096891,0.7234928,0.4137827,0.8795475,0.0798388,10.196323,0.3250294,0.0193348,0.6206364,0.9285327,0.9681407,0.254866,0.8180804,0.9608197,0.9065229,0.18063,0.936966,0.9204864,1.2437482,4.297065,5.103463,6.1279054,0.0058408,0.264063,0.9765788,0.4029828,0.1711621,0.7371932,0.305327,0.8616545,0.6352926,0.7897069,0.9618293,0.9772957,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,2.9933822
142,Str_g_11452,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCOCCCCCC3,-4.1398406,3.3525872,5.8266234,0.0233231,0.0004071,0.0014506,0.0027418,0.0091495,-4.7271748,4.45e-05,0.0798152,98.938705,0.2804809,0.8485065,0.597091,0.33364,0.2091517,0.0718801,0.815922,0.2566108,0.6217834,0.1351146,0.1365026,0.0180626,2.2015426,0.1445911,0.3222381,0.211305,0.9788675,0.9567184,0.0429623,0.6092138,0.9423293,0.8585597,0.0044602,0.4605602,0.941423,0.8149269,4.5648527,5.56858,4.9302936,0.138451,0.4645308,0.9652375,0.3718973,0.4824849,0.3917786,0.8873733,0.8732204,0.2459814,0.815995,0.9310001,0.9528981,[2*][1*]>>[1*]CCCCCC[2*],[2*][1*],[1*]CCCCCC[2*],left,3.189494
143,Str_g_9124,CS(=O)(=O)COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.6548657,1.5390257,2.457038,0.0033571,0.0009239,0.004925,0.0017391,0.0540376,-5.8915033,2.44e-05,0.0175155,94.81724,0.6212048,4.0495353,0.8048974,0.1873235,0.0319741,0.062502,0.6310826,0.2159516,0.7158356,0.12198,0.4155203,0.1011403,1.5146347,0.2799162,0.09869,0.4912887,0.9898287,0.8779953,0.018818,0.353542,0.6927216,0.6160211,0.0032312,0.1800504,0.5675055,0.3154852,3.4269507,4.284814,4.676134,0.0023763,0.0328096,0.8045184,0.0012649,0.0512181,0.3701366,0.0315229,0.8549535,0.3144158,0.1635781,0.8887286,0.909835,[1*][H]>>[1*]S(C)(=O)=O,[1*][H],[1*]S(C)(=O)=O,left,2.9345636
144,Str_g_11521,COCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.415235,2.295606,3.7429545,0.0043207,0.000391,0.002397,0.0057392,0.0296483,-4.800613,6.66e-05,0.0415458,95.82435,0.5000857,2.7972426,0.7967632,0.4327496,0.10651,0.0666271,0.6107462,0.1707141,0.7296428,0.1313562,0.3265162,0.040119,6.573117,0.2575983,0.1279804,0.3978042,0.9842926,0.9593062,0.0437227,0.1218459,0.8969538,0.9248112,0.0069187,0.6699804,0.9086075,0.6204658,3.54292,4.5375333,4.60876,0.0073412,0.5975352,0.977705,0.0149349,0.3429882,0.3073805,0.570357,0.8915924,0.613017,0.7403878,0.9399611,0.9594488,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,2.7349984
145,Str_g_11458,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)CCCCO)cc3c(c12)OCO3,-6.6232023,3.291793,4.066268,0.7062233,0.0001785,0.0018151,0.0020175,0.0019875,-4.8023787,3.34e-05,0.0644661,95.65707,0.9561374,2.7081769,0.9402722,0.2034662,0.9504613,0.1213972,0.8885067,0.9042012,0.8425496,0.4292013,0.8790691,0.0741428,10.850233,0.2502435,0.1095041,0.3647711,0.9215745,0.9391819,0.0764397,0.640341,0.9454734,0.9292464,0.0058197,0.5752562,0.9007996,1.9757426,4.7594185,5.961552,6.013492,0.006436,0.4488906,0.9860148,0.642971,0.3739418,0.6253237,0.7359043,0.9138069,0.7615094,0.8178416,0.9468666,0.9821283,[2*][1*]>>[1*]CCCC[2*],[2*][1*],[1*]CCCC[2*],left,2.7402591
146,Str_g_11521,COc1cccc2c1cc([N+](=O)[O-])c1c(COC(=O)O)cc3c(c12)OCO3,-4.7020674,3.1638463,3.666154,0.0033005,0.0003142,0.0034481,0.005254,0.0042495,-4.725424,0.0001957,0.0824229,95.57501,0.7751834,4.37716,0.912954,0.3038928,0.219894,0.1100232,0.6208396,0.8083204,0.7282545,0.2304886,0.453883,0.0499166,10.691915,0.6007627,0.0235514,0.6537292,0.9655551,0.9668136,0.1350961,0.860738,0.8908682,0.8858951,0.0038036,0.0615272,0.9289148,0.5241295,4.216521,4.96025,5.364823,0.0042227,0.142484,0.9778939,0.036377,0.3952664,0.7393948,0.2621604,0.898639,0.4452392,0.820118,0.9583864,0.9759895,[2*][1*]>>[1*]CO[2*],[2*][1*],[1*]CO[2*],left,2.765316
147,Str_g_8999,COCCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.467406,2.42433,3.5613537,0.0057223,0.0004661,0.0021115,0.0065959,0.0102922,-4.8139534,6.64e-05,0.0294962,95.49406,0.5282446,3.2266288,0.776816,0.4545065,0.1144485,0.067737,0.663801,0.1869719,0.740482,0.1404759,0.33355,0.0396921,6.142598,0.276373,0.2614336,0.1941987,0.9841418,0.9183177,0.0305636,0.0774922,0.9134217,0.9240422,0.0040942,0.3415216,0.6836117,0.5727318,3.5188172,4.5857973,4.572945,0.0141677,0.529187,0.9776584,0.0488857,0.2857008,0.3562978,0.8175582,0.9050978,0.4656736,0.7755364,0.941381,0.9662486,[1*][H]>>[1*]COC,[1*][H],[1*]COC,left,2.6624843
148,Str_g_8055,CS(=O)(=O)c1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.300748,1.303852,2.6692975,0.0025481,0.0004742,0.005237,0.0021691,0.0077618,-5.673617,4.31e-05,0.0155117,95.452286,0.4517826,2.66243,0.7620412,0.1734764,0.0485848,0.0618083,0.4825086,0.255833,0.668683,0.1246525,0.3086677,0.0598476,0.5187582,0.303238,0.1275851,0.6430099,0.9934006,0.7252642,0.0481676,0.573054,0.767662,0.9286067,0.003221,0.0885889,0.3221404,0.3162459,3.190428,4.186385,4.521121,0.0067573,0.0357897,0.850916,0.0022762,0.0372554,0.0213971,0.0181134,0.4417708,0.0064452,0.0228679,0.8513134,0.242195,[1*]OC>>[1*]S(C)(=O)=O,[1*]OC,[1*]S(C)(=O)=O,left,2.7453497
149,Str_g_11533,COc1cccc2c1cc([N+](=O)[O-])c1c([C@H](C)CC(=O)O)cc3c(c12)OCO3,-6.003643,2.688405,4.479644,0.002052,0.0003452,0.0035411,0.0015624,0.0022919,-4.700016,5.08e-05,0.0631996,97.765366,0.340465,2.1926103,0.9110678,0.4775332,0.3491404,0.37907,0.8351577,0.9424096,0.7407835,0.2539503,0.6885136,0.0854488,8.275436,0.5676734,0.0225415,0.74701,0.9646708,0.9648407,0.3595372,0.9498953,0.9103608,0.8953286,0.0045915,0.3969242,0.9430071,1.2143761,4.0951223,5.815242,5.9931836,0.0209677,0.4593342,0.9624903,0.2588427,0.2544501,0.562258,0.7472968,0.8595017,0.6019484,0.4830428,0.9247285,0.9556749,[2*][1*]>>[1*]C[C@H]([2*])C,[2*][1*],[1*]C[C@H]([2*])C,left,3.2243307
150,Str_g_11554,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)ON(C)CO3,-3.9286149,1.471843,2.735238,0.0020372,0.0019956,0.0392284,0.00534,0.0016925,-4.834499,3.15e-05,0.0502829,93.69725,1.6261072,7.082648,0.5494986,0.9527726,0.0939531,0.1193352,0.3651771,0.2441756,0.4161078,0.1481489,0.0244931,0.081568,6.691496,0.4184631,0.0571552,0.9103494,0.986624,0.9741027,0.4657782,0.5878008,0.8796823,0.9406371,0.0040705,0.3679928,0.9490101,0.4538662,3.718635,5.1934514,4.7504473,0.0285671,0.3528222,0.9614171,0.0465898,0.0716488,0.5161856,0.4751156,0.7182468,0.328632,0.6398806,0.8927251,0.92305,[2*][1*]>>[1*]N([2*])C,[2*][1*],[1*]N([2*])C,left,3.0730053
151,Str_g_11533,COc1cccc2c1cc([C@H](C)C[N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.2695293,2.6325185,4.5681105,0.0039179,0.0010804,0.0032994,0.003233,0.0021584,-4.783286,2.98e-05,0.0552227,95.929955,0.670192,3.4145072,0.6821959,0.5694967,0.1948303,0.0870904,0.6811421,0.485203,0.7655917,0.1536846,0.4425307,0.0593514,6.9545746,0.253914,0.1931071,0.7890682,0.9739474,0.9357333,0.1085254,0.9286361,0.752254,0.9322203,0.0060493,0.332692,0.9493612,0.6423558,3.6056545,5.1690264,5.091044,0.0086215,0.389501,0.9746986,0.0211184,0.2383427,0.3299067,0.8271676,0.7884806,0.5572604,0.8400293,0.9002304,0.9578886,[2*][1*]>>[1*]C[C@H]([2*])C,[2*][1*],[1*]C[C@H]([2*])C,left,3.3808118
152,Str_g_11527,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[C@@H](C)CO)cc3c(c12)OCO3,-6.5533295,3.0713873,3.8634536,0.0809814,0.0004239,0.0026572,0.0022337,0.0026407,-4.8090577,8.39e-05,0.047484,94.33072,0.7200384,4.685121,0.9551605,0.4799654,0.9301,0.2007848,0.8715249,0.8835391,0.8764579,0.4680158,0.8903977,0.1131463,11.404093,0.1923887,0.0538894,0.5272136,0.9295389,0.9500117,0.0900108,0.630368,0.930205,0.9297895,0.007284,0.7330932,0.9277094,1.9437886,4.675568,6.121379,6.2055492,0.0095807,0.7067963,0.9887709,0.4842461,0.2767192,0.7232436,0.6182513,0.9087569,0.7131565,0.8227967,0.9523125,0.9761041,[2*][1*]>>[1*]C[C@@H]([2*])C,[2*][1*],[1*]C[C@@H]([2*])C,left,3.3247207
153,Str_g_8806,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OC(C#N)O3,-4.333936,1.4345012,3.3569949,0.001726,0.0002413,0.0049932,0.0020055,0.0026062,-4.945319,3.33e-05,0.0383294,90.3679,0.6037926,8.274764,0.5333672,0.5483789,0.0818106,0.0556862,0.597316,0.3969692,0.5555697,0.1168661,0.1225369,0.0557165,2.0246005,0.747006,0.003402,0.9861103,0.9926023,0.9905627,0.9006968,0.4942938,0.9185856,0.436406,0.0128206,0.4799397,0.9701328,0.7839802,3.667394,7.2683625,6.1972475,0.0314775,0.530819,0.9502544,0.0604016,0.1040129,0.1628793,0.2308447,0.8867525,0.5903756,0.7227865,0.9387504,0.9246156,[1*][H]>>[1*]C#N,[1*][H],[1*]C#N,left,3.568682
154,Str_g_9076,COc1c2c(c3c(c([N+](=O)[O-])cc4c(OC)cccc43)c1C(=O)O)OCO2,-4.091505,2.0088346,3.568624,0.010379,0.0001211,0.0058117,0.0025679,0.000618,-4.9548273,2.31e-05,0.02386,92.82443,0.6383432,6.6116,0.5980243,0.7343386,0.1671913,0.1281606,0.6676197,0.6339918,0.7260265,0.1548793,0.3509978,0.0459074,2.5187502,0.296013,0.1474653,0.7342866,0.9866454,0.9252356,0.3073214,0.1367375,0.730766,0.9267935,0.0057358,0.7361805,0.9164855,0.5387862,3.424384,4.3163524,4.9541087,0.0186034,0.1265891,0.9708261,0.0308986,0.1127208,0.4617412,0.1038037,0.8203397,0.4933602,0.4502752,0.9390007,0.9479885,[1*][H]>>[1*]OC,[1*][H],[1*]OC,left,2.8056066
155,Str_g_9143,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC[O-])cccc13)OCO2,-4.2279677,1.415298,3.213764,0.0026707,0.000155,0.0036986,0.0050429,0.0224626,-4.852814,8.18e-05,0.0738284,96.45498,0.458932,2.4887652,0.8276354,0.1527205,0.1406051,0.063739,0.6704871,0.2204532,0.7513648,0.1296893,0.3860659,0.0282463,5.852267,0.4382275,0.121749,0.5030939,0.9844811,0.9651877,0.0437875,0.1153601,0.882308,0.9276376,0.0071569,0.6817262,0.9259066,0.6248496,3.5381465,4.52769,4.6226687,0.0078443,0.524053,0.9751821,0.0158349,0.3322369,0.2618154,0.5435106,0.8749917,0.4168529,0.6832328,0.9379594,0.9542156,[1*][H]>>[1*][O-],[1*][H],[1*][O-],left,3.038749
156,Str_g_11487,COCCOc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.467406,2.42433,3.5613537,0.0057223,0.0004661,0.0021115,0.0065959,0.0102922,-4.8139534,6.64e-05,0.0294962,95.49406,0.5282446,3.2266288,0.776816,0.4545065,0.1144485,0.067737,0.663801,0.1869719,0.740482,0.1404759,0.33355,0.0396921,6.142598,0.276373,0.2614336,0.1941987,0.9841418,0.9183177,0.0305636,0.0774922,0.9134217,0.9240422,0.0040942,0.3415216,0.6836117,0.5727318,3.5188172,4.5857973,4.572945,0.0141677,0.529187,0.9776584,0.0488857,0.2857008,0.3562978,0.8175582,0.9050978,0.4656736,0.7755364,0.941381,0.9662486,[2*][1*]>>[1*]CCO[2*],[2*][1*],[1*]CCO[2*],left,2.6624843
157,Str_g_11622,COc1cccc2c1cc([N+](=O)[O-])c1c(OCCC(=O)O)cc3c(c12)OCO3,-5.766673,2.6624682,3.5891497,0.0044378,0.0002014,0.0022037,0.0024264,0.0017989,-4.815115,7.9e-05,0.0363077,94.72427,0.3391482,4.531044,0.9121054,0.2711503,0.3122198,0.1102886,0.6735508,0.9422154,0.79473,0.3459649,0.5410605,0.0436841,10.921776,0.594557,0.0308328,0.705097,0.9575633,0.9583141,0.0954805,0.5485128,0.871944,0.9116626,0.0050081,0.4234338,0.8404973,1.011911,3.8378673,4.7208185,5.3388987,0.0081056,0.4507522,0.9732209,0.1644091,0.3370897,0.5124466,0.7964298,0.8886664,0.5490633,0.4257438,0.9206021,0.9609153,[2*][1*]>>[1*]OCC[2*],[2*][1*],[1*]OCC[2*],left,2.6612416
158,Str_g_11592,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)NO)cc3c(c12)OCO3,-5.485496,2.3963437,2.938675,0.004964,0.58259,0.0024889,0.0017125,0.0043272,-5.198741,0.0002535,0.0370492,94.2568,1.4861925,5.5379415,0.9534541,0.1693164,0.2701433,0.0593952,0.6485838,0.927083,0.7903586,0.1974362,0.8287041,0.0514315,9.832608,0.3012898,0.064555,0.7838889,0.9552591,0.9640706,0.0768251,0.8012371,0.7766578,0.9490513,0.0032991,0.1410748,0.7006005,1.1198796,4.218821,5.2989736,5.9444633,0.0028364,0.4255282,0.9925109,0.0119944,0.1837114,0.433208,0.0966398,0.9235718,0.8540905,0.5764084,0.95718,0.966465,[2*][1*]>>[1*]N[2*],[2*][1*],[1*]N[2*],left,2.7132999
159,Str_g_4979,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)CCO3,-4.296273,2.38891,4.1945815,0.0016836,0.0004747,0.0675013,0.0024825,0.2251272,-4.8251815,1.51e-05,0.0753695,95.22623,0.4326518,3.8619533,0.7250867,0.6332683,0.1283311,0.0714355,0.6659662,0.5527093,0.6475584,0.1427187,0.0674049,0.0378333,1.4500974,0.5761328,0.1526168,0.314964,0.9810999,0.9567298,0.0510273,0.5774876,0.9230736,0.9326379,0.0038796,0.3727292,0.9097315,0.6069586,3.7989893,5.0230174,4.4580965,0.0185237,0.5496421,0.9670949,0.2868752,0.4518584,0.6643866,0.8842568,0.8904833,0.241044,0.6238752,0.9373715,0.9426268,[1*]CC[2*]>>[1*]OC[2*],[1*]CC[2*],[1*]OC[2*],right,2.6264145
160,Str_g_11468,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCOCCC3,-4.293355,2.568593,4.572941,0.002664,0.0004201,0.0027226,0.0048691,0.0284863,-4.7063303,5.43e-05,0.0647941,97.39729,0.3398305,1.8067762,0.5973254,0.5353638,0.126716,0.0671118,0.6935449,0.1934392,0.5563668,0.1339708,0.0935912,0.027448,3.034041,0.2707388,0.2295711,0.3540261,0.9803884,0.9569607,0.0443595,0.5600956,0.9210209,0.9145465,0.0043953,0.4560118,0.9020486,0.6743448,3.7334824,4.9301004,4.690359,0.046484,0.4165482,0.9654058,0.0599122,0.4554742,0.4342872,0.8724437,0.8626372,0.4243322,0.7368418,0.9295855,0.9424508,[2*][1*]>>[1*]CCC[2*],[2*][1*],[1*]CCC[2*],left,2.7818995
161,Str_g_8928,CCCc1c2c(c3c(c([N+](=O)[O-])cc4c(OC)cccc43)c1C(=O)O)OCO2,-4.2170086,2.987512,5.168968,0.005002,0.0002502,0.0044346,0.0020044,0.0006379,-4.764544,2.73e-05,0.0553387,97.35463,0.4335628,1.7429478,0.7656712,0.3551712,0.2054986,0.099439,0.8112401,0.7777372,0.7483799,0.1538617,0.3092928,0.0237926,1.6806138,0.2319143,0.1991617,0.3419044,0.9856572,0.9346527,0.0439426,0.4687548,0.8180748,0.9351751,0.004152,0.243541,0.944819,0.6491554,3.5494044,4.8696885,4.934531,0.0233789,0.1767179,0.9639897,0.0337498,0.2305604,0.6458634,0.215663,0.8412863,0.1876946,0.468291,0.9465542,0.947101,[1*][H]>>[1*]CCC,[1*][H],[1*]CCC,left,2.8768643
162,Str_g_11337,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)C(C)OCO3,-4.2527804,2.311248,4.1233015,0.0010388,0.0007254,0.0088114,0.002748,0.0402766,-4.758045,1.86e-05,0.0466882,94.735085,0.4966574,4.0194907,0.3368886,0.9222924,0.1118449,0.1261514,0.7045504,0.2962122,0.1340037,0.1329257,0.0961435,0.0618597,1.2926899,0.3082582,0.1007275,0.4835365,0.9854049,0.9675444,0.0348156,0.5708482,0.8770611,0.93078,0.0038895,0.3682448,0.9412979,0.6655652,3.94876,5.3192306,4.797461,0.0512792,0.7027979,0.9700819,0.261633,0.1985002,0.6348186,0.9072055,0.8764797,0.6739346,0.7695446,0.923384,0.9576461,[2*][1*]>>[1*]C([2*])C,[2*][1*],[1*]C([2*])C,left,3.3345878
163,Str_g_9322,COc1cccc2c1cc([N+](N)=O)c1c(C(=O)O)cc3c(c12)OCO3,-3.9696867,1.5246704,3.2132373,0.0002524,0.0017587,0.003846,0.0026261,0.0226742,-5.316457,1.82e-05,0.0139018,92.325615,0.9901693,5.6153646,0.9068093,0.3658816,0.0831165,0.0652349,0.5167336,0.2840076,0.8079208,0.1666989,0.24043,0.0487375,5.5402126,0.6233171,0.0345888,0.1982183,0.98616,0.8788428,0.0139438,0.1784123,0.890008,0.9328857,0.0059749,0.5837746,0.9203495,0.5675588,3.5164173,4.4190907,4.6105886,0.0062949,0.4297114,0.9837447,0.01657,0.4300918,0.2658706,0.7444393,0.8835009,0.6289492,0.8082934,0.9326765,0.9507604,[1*][O-]>>[1*]N,[1*][O-],[1*]N,left,2.8703422
164,Str_g_8349,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)CCOCO3,-4.3902555,2.3748097,4.182276,0.0018456,0.0005186,0.0126261,0.0108116,0.8388498,-4.7679725,3.7e-05,0.0486206,95.95022,0.4331415,2.680067,0.5277448,0.7823268,0.0906415,0.0723528,0.5935718,0.2196245,0.530652,0.1345559,0.0688288,0.0399302,3.6201887,0.4882156,0.1634277,0.3020104,0.9817306,0.9567373,0.0318118,0.2203847,0.9131384,0.9249445,0.004391,0.5257708,0.8881421,0.693176,3.701944,4.6898956,4.407467,0.0152993,0.4058139,0.9632612,0.0442647,0.521033,0.6508326,0.8984943,0.836663,0.3479753,0.4924982,0.9253937,0.9337862,[1*]O[2*]>>[1*]CCO[2*],[1*]O[2*],[1*]CCO[2*],left,2.7798837
165,Str_g_8998,COc1ccc(CO)c2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.307386,1.691362,2.99184,0.0013129,0.0005578,0.006818,0.0039107,0.0087058,-4.898348,1.39e-05,0.0356394,93.7639,0.8398159,6.867975,0.7139926,0.2665252,0.1024119,0.0651833,0.470892,0.1852569,0.7291456,0.142576,0.1988104,0.0363295,4.7555013,0.7107514,0.0484146,0.376666,0.9831151,0.8682418,0.029848,0.0808782,0.8062992,0.9348128,0.0038897,0.5084007,0.7592508,0.485316,3.3657343,4.3866386,4.002046,0.0103158,0.2545596,0.9612563,0.0155328,0.2198828,0.6175248,0.196704,0.8288339,0.2436574,0.1929102,0.9407293,0.9535574,[1*][H]>>[1*]CO,[1*][H],[1*]CO,left,2.8459635
166,Str_g_11484,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)CCOCCOOCO3,-4.4840503,2.4362335,3.8493164,0.0024062,0.000519,0.0132663,0.0472924,0.6440569,-4.8040047,9.29e-05,0.0262063,95.09722,0.4240748,3.935002,0.313552,0.7480418,0.0738724,0.0651103,0.6318838,0.193095,0.190634,0.1373092,0.0780972,0.0404731,6.0495596,0.5001735,0.4418324,0.2502848,0.9827937,0.9461511,0.0324757,0.0622,0.923591,0.916576,0.0040144,0.3303854,0.6375666,0.8048154,3.7792408,4.926407,4.413424,0.0365466,0.470665,0.9634951,0.3525728,0.543071,0.6639222,0.938637,0.8362222,0.2440359,0.4424832,0.9163211,0.9527825,[2*][1*]>>[1*]CCOCCO[2*],[2*][1*],[1*]CCOCCO[2*],left,3.6101071
167,Str_g_8988,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)OCF)cc3c(c12)OCO3,-7.3929534,3.3554523,4.3649592,0.3240702,0.0002115,0.0017033,0.0696971,0.0290741,-4.6203566,0.0001604,0.0520149,95.062416,0.6680356,2.3751676,0.9620042,0.3448172,0.970874,0.1234145,0.9127749,0.9197448,0.8948614,0.7871884,0.8792955,0.0819706,12.676244,0.1568931,0.025611,0.3593453,0.9183664,0.9716613,0.7561113,0.860669,0.8599457,0.9457855,0.05196,0.8792115,0.9593598,1.704111,4.4337645,5.504766,6.4830995,0.0038351,0.2246618,0.9918824,0.0344891,0.3788396,0.6816066,0.1229964,0.8746748,0.8216983,0.7921574,0.9558552,0.9668983,[1*][H]>>[1*]CF,[1*][H],[1*]CF,left,2.8363359
168,Str_g_11533,COc1cccc2c1cc([N+](=O)[C@H](C)C[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.287631,1.6632997,4.207495,0.0021197,0.1090563,0.0043649,0.0055008,0.0017593,-4.810637,1.9e-05,0.0123014,96.68241,0.7529598,4.010522,0.8241146,0.5836802,0.1121858,0.1056676,0.3073633,0.200507,0.7423221,0.1627994,0.1619194,0.0532839,5.758228,0.5343354,0.0248448,0.8838103,0.9848267,0.8649681,0.0178617,0.9180906,0.9157734,0.9394834,0.0056295,0.390631,0.9227476,0.5649326,3.492312,4.560821,4.7405634,0.1630916,0.1847106,0.972069,0.0524589,0.0874374,0.0483864,0.2628523,0.819025,0.5408898,0.7173604,0.8741896,0.9442739,[2*][1*]>>[1*]C[C@H]([2*])C,[2*][1*],[1*]C[C@H]([2*])C,left,3.6942195
169,Str_g_8804,COc1c(C)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-4.0696454,2.3463964,4.457641,0.0014556,0.0004063,0.0047584,0.0020088,0.0016539,-4.7645826,3.15e-05,0.056516,95.552666,0.4791908,3.756883,0.7604775,0.4998326,0.1774977,0.0790292,0.653374,0.2714762,0.7080398,0.1400316,0.2913118,0.0455644,3.5097055,0.2578274,0.101843,0.681734,0.9825206,0.9297234,0.1633288,0.3501624,0.8496634,0.9331399,0.0044574,0.4051933,0.9401158,0.5112812,3.496104,4.6021347,4.861648,0.0102896,0.3210316,0.9798334,0.0277232,0.2651468,0.4967086,0.5561574,0.8488409,0.6596974,0.7647596,0.9449849,0.9582795,[1*][H]>>[1*]C,[1*][H],[1*]C,left,2.7069699
170,Str_g_9031,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OC(N)O3,-4.213453,1.1499846,2.4023008,0.0045241,0.0027845,0.0057324,0.0006376,0.0004847,-4.923115,8.4e-06,0.0484634,92.45708,0.881101,7.581219,0.6068357,0.826405,0.0811288,0.0688653,0.3566269,0.1829638,0.441285,0.1568717,0.0617594,0.0624088,3.6807408,0.5362982,0.1990583,0.5236521,0.9853868,0.9742657,0.1251022,0.3832562,0.8510922,0.9548039,0.0035457,0.1124541,0.9333423,0.616209,3.5570335,4.881543,4.8623786,0.0402427,0.687889,0.9364746,0.0072665,0.0819064,0.1795107,0.0986755,0.7379952,0.3451092,0.262741,0.8410544,0.8785233,[1*][H]>>[1*]N,[1*][H],[1*]N,left,3.4562076
